"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"781AJ","11111","point","SGC4B","winter22","asynch","Female",21,"English","Third","United States","I tried my best on most questions",4,2,3,"I quite honestly was pretty confused due to the triangles and lines.","No ",7.64015,1.5,"chrome",1190,734,-1.70284617343441,5.26057692307692,-0.1576976944624,0,0,0,0,-9.5,0,5.21166666666667,24.0538461538462,5.661,57.388,0,6,0,0,7,0,7,0,0,-1,"Orthogonal",19.896,0,-0.5,"?",41.649,0,"Orthogonal",22.146,0,"?",9.326,0,-3.5,2.32186666666667,0,-6,2.8898
"7CVJA","11111","point","SGC4B","winter22","asynch","Female",19,"X-Other","Second","Brazil","I tried my best on each question",3,4,4,"","",16.5752333333333,1,"chrome",2048,1073,0.110249064660829,10.8564102564103,-0.272193492781728,0,0,0,0,-10.5,0,12.9407,59.7263076923077,10.5,213.338,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",50.946,0,-0.5,"?",146.792,0,"Orthogonal",37.197,0,"Triangular",20.932,0,-4.5,7.4776,0,-6,5.4631
"7PNCB","1113","cross","SGC4B","winter22","asynch","Male",21,"Spanish","Third","USA","I tried my best on most questions",4,4,3,"","",24.67725,2,"chrome",1440,821,-0.535584268672504,10.3230769230769,-0.331017022193493,0,0,0,0,-12,0,19.1466833333333,88.3693076923077,8.656,498.429,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",20.398,0,-0.5,"?",498.429,0,"Orthogonal",107.747,0,"Orthogonal",128.069,0,-4,9.90556666666667,0,-8,9.24111666666667
"7SYZM","1113","cross","SGC4B","winter22","asynch","Female",20,"Spanish","Second","USA","I tried my best on most questions",3,3,5,"","No",13.6543166666667,2,"chrome",1366,768,1.32291140232317,12.8017533936652,1.69898728722258,0,0,0,0,-10,0,10.0213,46.2521538461538,9.99,85.123,0,11,0,0,2,2,0,0,0,-1,"Orthogonal",14.193,0,-1,"Orthogonal",81.462,0,"Orthogonal",23.91,0,"Orthogonal",61.893,0,-5,3.44618333333333,0,-5,6.57511666666667
"7UK5N","1113","cross","SGC4B","winter22","asynch","Female",21,"English","Fourth","united states","I tried my best on each question",2,4,3,"","",7.69235,1,"chrome",1349,689,0.90521978021978,4.11295787545788,0.381868131868132,0,0,2,2,-5.5,0.153846153846154,5.31948333333333,24.5514615384615,7.871,106.313,2,5,0,0,6,0,5,1,0,-1,"Orthogonal",17.083,1,1,"Triangular",12.217,0,"Orthogonal",26.213,1,"Triangular",13.352,1,-2,1.11621666666667,1,-3.5,4.20326666666667
"7UM6W","11111","point","SGC4B","winter22","asynch","Male",23,"English","Third","United States","I tried my best on each question",4,4,3,"The activity was strenuous on my eyes. ","",29.8159333333333,2,"chrome",1440,733,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,19.3225166666667,89.1808461538461,12.447,509.854,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",96.32,0,-1,"Orthogonal",509.854,0,"Orthogonal",35.344,0,"Orthogonal",76.355,0,-5,12.8509166666667,0,-8,6.4716
"7Z166","1112","arrow","SGC4B","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on each question",4,3,4,"","",15.9624833333333,1,"chrome",1440,789,0.442824822236587,11.7802197802198,-0.723173884938591,0,0,1,1,-11,0.0769230769230769,11.7455333333333,54.2101538461538,7.35,169.667,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",24.232,1,1,"Triangular",169.667,0,"Orthogonal",28.841,0,"Orthogonal",134.665,1,-3,6.1278,0,-8,5.61773333333333
"806VJ","11111","point","SGC4B","winter22","asynch","Male",22,"Arabic","Fourth","United States","I tried my best on most questions",3,4,1,"Use a better graph that one sucked.","No",11.0501833333333,1,"chrome",1536,722,-0.681417602005837,12,0.270415858651153,0,0,0,0,-11.5,0,7.32678333333333,33.8159230769231,5.251,81.458,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",74.156,0,-1,"Orthogonal",81.458,0,"Orthogonal",15.854,0,"Orthogonal",27.499,0,-3.5,3.96418333333333,0,-8,3.3626
"88UNV","1113","cross","SGC4B","winter22","asynch","Female",22,"Spanish","Fourth","United States","I tried my best on most questions",4,3,4,"","",19.17635,1,"chrome",1512,866,-0.132770415858651,5.78746767937944,-0.735778926955398,0,0,1,1,-8.5,0.0769230769230769,13.9654166666667,64.4557692307692,8.008,243.288,1,7,0,0,5,0,5,0,0,-1,"Orthogonal",32.911,1,1,"Triangular",63.937,0,"Orthogonal",25.616,0,"?",32.766,1,-2.5,8.48303333333333,0,-6,5.48238333333333
"8E5QQ","11111","point","SGC4B","winter22","asynch","Female",19,"Spanish","First","United States","I tried my best on each question",3,3,3,"","",7.15086666666667,1,"chrome",1536,714,0.203749191984486,5.57150129282482,2.5126454427925,0,0,1,1,-5,0.0769230769230769,5.11873333333333,23.6249230769231,8.477,48.807,1,6,3,0,3,3,3,0,0,-1,"Orthogonal",8.477,1,1,"Triangular",23.447,0,"Orthogonal",48.807,0,"Tversky",21.828,1,-1,1.94231666666667,0,-4,3.17641666666667
"9NOEY","1113","cross","SGC4B","winter22","asynch","Male",20,"Mandarin","Third","U.S.A","I tried my best on each question",3,2,3,"it took me a second to figure out what exactly I was looking at, and some of the shifts were a little confusing.  For shifts that were in-between line intersections, I tried figuring out how long they were based off of what time they start and how long they were based off the y axis","no",8.55275,1,"chrome",1920,975,12.9411764705882,0.459491488903254,8.03092006033182,0,0,11,12,12.5,0.923076923076923,4.6629,21.5210769230769,8.051,49.467,12,0,0,0,1,1,0,0,1,1,"Triangular",49.467,1,1,"Triangular",30.116,1,"Triangular",32.54,1,"Triangular",17.302,5,5,2.19801666666667,7,7.5,2.46488333333333
"9UWCZ","1113","cross","SGC4B","winter22","asynch","Female",22,"English","Third","United States","I tried my best on most questions",4,2,2,"","",3.26026666666667,1,"chrome",1440,821,1.82188644688645,3.93974358974359,-0.284798534798535,0,0,1,1,-2.5,0.0769230769230769,2.09515,9.66992307692308,4.893,17.261,3,4,0,0,6,0,3,3,0,-1,"Orthogonal",4.893,1,1,"Triangular",8.443,0,"Orthogonal",13.554,0,"Triangular",11.92,1,-1.5,0.603716666666667,0,-1,1.49143333333333
"9YFW9","1113","cross","SGC4B","winter22","asynch","Male",20,"English","Second","United States","I tried my best on each question",1,5,2,"","no",12.74675,1,"chrome",1536,722,-0.605660026248262,11.8642533936652,-0.229584141348847,0,0,0,0,-12.5,0,9.84941666666667,45.4588461538462,6.118,150.074,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",36.24,0,-1,"Orthogonal",61.962,0,"Orthogonal",18.215,0,"Orthogonal",64.034,0,-5,3.24853333333333,0,-7.5,6.60088333333333
"AAOLH","11111","point","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions",4,2,5,"","I have ADHD. ",6.24411666666667,1,"chrome",1440,821,-0.172594072594073,6.51915266106443,2.48400129282482,0,0,1,1,-6.5,0.0769230769230769,3.30845,15.2697692307692,5.512,46.789,1,7,2,0,3,2,3,0,0,-1,"Orthogonal",10.901,0,-1,"Orthogonal",10.918,0,"Orthogonal",25.835,0,"Orthogonal",7.858,0,-2,0.953716666666667,1,-4.5,2.35473333333333
"AHV3D","1112","arrow","SGC4B","winter22","asynch","Female",21,"Spanish","Third","USA","I tried my best on each question",4,3,3,"","",8.21998333333333,2,"chrome",1276,680,0.63865815556992,11.4230769230769,-0.664350355526826,0,0,1,1,-11,0.0769230769230769,5.91911666666667,27.319,7.411,61.025,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",24.78,1,1,"Triangular",61.025,0,"Orthogonal",27.277,0,"Orthogonal",23.481,1,-3,2.71118333333333,0,-8,3.20793333333333
"AJVDQ","1112","arrow","SGC4B","winter22","asynch","Female",22,"X-Other","Fourth","US","I tried my best on each question",2,4,4,"n/a","No.",11.2696666666667,2,"chrome",1440,713,11.9230769230769,0.542824822236587,7.01831501831502,0,0,12,12,11,0.923076923076923,5.07593333333333,23.4273846153846,8.176,70.405,12,1,0,0,0,0,0,0,0,-1,"Orthogonal",22.196,1,1,"Triangular",27.65,1,"Triangular",27.177,1,"Triangular",15.144,4,3,2.32983333333333,8,8,2.7461
"AJYVC","1113","cross","SGC4B","winter22","asynch","Male",21,"English","Third","US","I tried my best on each question",3,3,1,"","",10.0278166666667,1,"chrome",1536,754,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.66166666666667,35.3615384615385,7.995,118.583,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",14.84,0,-1,"Orthogonal",67.624,0,"Orthogonal",18.194,0,"Orthogonal",118.583,0,-5,2.08026666666667,0,-8,5.5814
"AKU7D","11111","point","SGC4B","winter22","asynch","Female",23,"English","Fourth","United States","I tried my best on most questions",3,4,4,"Darker Graph","no",14.8384333333333,1,"chrome",1440,789,-0.36134184443008,11.5,-0.587427278603749,0,0,0,0,-12,0,10.8891166666667,50.2574615384615,8.398,168.542,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",20.923,0,0,"blank",168.542,0,"Orthogonal",24.748,0,"Orthogonal",94.103,0,-4,4.75196666666667,0,-8,6.13715
"AOCJ0","1112","arrow","SGC4B","winter22","asynch","Male",21,"Mandarin","Fourth","China","I tried my best on each question",2,4,4,"I got confused by the x-axis label.","no",7.64605,1.5,"chrome",1920,969,-0.573574464750935,11.8745098039216,-0.205074337427279,0,0,0,0,-12.5,0,4.53728333333333,20.9413076923077,6.242,54.182,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",54.182,0,-1,"Orthogonal",31.699,0,"Orthogonal",9.98,0,"Orthogonal",18.156,0,-5,2.29475,0,-7.5,2.24253333333333
"AT0BC","1113","cross","SGC4B","winter22","asynch","Female",19,"X-Other","First","Vietnam","I tried my best on each question",4,3,2,"provide horizontal lines to check time and shifts easier","no",8.0362,1,"chrome",1437,710,-1.08141760200584,7.54688644688645,0.353749191984486,0,0,0,0,-9.5,0,5.10371666666667,23.5556153846154,5.643,55.362,0,8,1,0,4,1,4,0,0,-1,"Orthogonal",19.627,0,-0.5,"?",29.035,0,"Orthogonal",18.045,0,"Orthogonal",55.362,0,-2.5,1.71316666666667,0,-7,3.39055
"AYOKT","1113","cross","SGC4B","winter22","asynch","Female",24,"Cantonese","Fourth","macau","I tried my best on each question",2,4,4,"","",11.4561333333333,1,"chrome",1440,789,-0.672326692914928,11.7802197802198,-0.229584141348847,0,0,0,0,-12.5,0,6.73703333333333,31.094,9.227,51.343,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",27.268,0,-1,"Orthogonal",51.343,0,"Orthogonal",23.902,0,"Orthogonal",39.976,0,-5,2.5742,0,-7.5,4.16283333333333
"B4JZK","1112","arrow","SGC4B","winter22","asynch","Female",21,"Spanish","Third","United States","I tried my best on most questions",4,3,4,"","i wear glasses",14.1734833333333,1,"chrome",1440,789,1.62199148890325,8.27857142857143,0.339326115061409,0,2,1,2,-7,0.153846153846154,12.3682166666667,57.0840769230769,9.346,178.893,1,8,0,0,4,1,1,2,0,-1,"Orthogonal",20.688,0,0,"reference",77.835,0,"Orthogonal",41.943,0,"Orthogonal",178.893,1,-2,2.99043333333333,1,-5,9.37778333333333
"B9KFN","1113","cross","SGC4B","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question",1,5,2,"N/A","N/A",8.86553333333333,1,"chrome",1451,684,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.9837,27.6170769230769,6.806,52.484,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",23.134,0,-1,"Orthogonal",45.483,0,"Orthogonal",19.578,0,"Orthogonal",26.876,0,-5,2.71208333333333,0,-8,3.27161666666667
"BCLOS","11111","point","SGC4B","winter22","asynch","Male",20,"English","Third","United States","I tried my best on most questions",4,2,2,"I think some of the later questions revealed that I may have been looking at the chart entirely wrong :(","no",10.6031666666667,1,"chrome",1440,722,-0.677088597676833,12.9230769230769,-0.301012712777419,0,0,0,0,-13,0,6.31856666666667,29.1626153846154,6.093,66.329,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",24.077,0,-1,"Orthogonal",55.425,0,"Orthogonal",20.188,0,"Orthogonal",21.356,0,-5,3.14863333333333,0,-8,3.16993333333333
"BCLXE","11111","point","SGC4B","winter22","asynch","Male",24,"Korean","Fourth","Korea","I tried my best on each question",2,4,4,"","no",8.83571666666667,1,"chrome",1600,821,0.492824822236587,10.8230769230769,-0.389840551605257,0,0,1,1,-10.5,0.0769230769230769,5.71156666666667,26.3610769230769,6.962,123.555,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",18.777,1,1,"Triangular",123.555,0,"Orthogonal",23.385,0,"Orthogonal",25.614,1,-2.5,2.99878333333333,0,-8,2.71278333333333
"BF9X8","11111","point","SGC4B","winter22","asynch","Female",18,"Spanish","First","United States","I tried my best on each question",3,3,3,"N/A
","N/A",7.42726666666667,1,"chrome",1440,732,-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,5.95426666666667,27.4812307692308,7.952,99.428,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",12.531,0,0,"blank",99.428,0,"Orthogonal",14.534,0,"Orthogonal",33.411,0,-4,2.74315,0,-8,3.21111666666667
"BH8G3","11111","point","SGC4B","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question",3,4,4,"","",7.10468333333333,2,"chrome",1536,913,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.05488333333333,23.3302307692308,4.071,63.977,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",16.61,0,-1,"Orthogonal",63.977,0,"Orthogonal",14.266,0,"Orthogonal",20.773,0,-5,2.5295,0,-8,2.52538333333333
"BKASK","11111","point","SGC4B","winter22","asynch","Other-Not Listed",19,"English","First","United States","I tried my best on most questions",2,3,2,"","no",11.1538333333333,1,"chrome",1440,788,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.89893333333333,36.4566153846154,7.477,117.401,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",9.622,0,-1,"Orthogonal",34.483,0,"Orthogonal",14.252,0,"Orthogonal",42.503,0,-5,3.10881666666667,0,-8,4.79011666666667
"BPNLB","1112","arrow","SGC4B","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question",3,3,5,"","",11.1624666666667,1,"chrome",1368,801,10.3397435897436,1.02615815556992,5.94139194139194,0,0,10,10,7.5,0.769230769230769,8.01341666666667,36.985,12.919,135.17,10,2,0,0,1,0,1,0,0,-1,"Orthogonal",30.952,1,1,"Triangular",31.078,1,"Triangular",52.61,1,"Triangular",25.622,2,-0.5,4.17538333333333,8,8,3.83803333333333
"BW93M","1112","arrow","SGC4B","winter22","asynch","Female",21,"English","Third","Unites States","I tried my best on most questions",4,3,1,"","No",6.66731666666667,1,"chrome",1440,742,0.604729584141349,3.01200980392157,3.15248599439776,0,0,0,0,-3.5,0,4.62846666666667,21.3621538461538,4.27,121.141,1,3,2,0,7,2,5,2,0,-1,"Orthogonal",18.351,0,0,"blank",9.381,0,"frenzy",121.141,0,"blank",4.27,0,0,1.23303333333333,0,-3.5,3.39543333333333
"C5Q1H","1112","arrow","SGC4B","winter22","asynch","Female",19,"French","Second","United States of America","I tried my best on most questions",3,3,4,"I accidentally clicked submit thinking I had selected two answers but only selected one, I would definitely encourage participants to review their submission when clicking the submit button to allow for less user error","No",8.94906666666667,1,"chrome",1920,969,10.3397435897436,1.69282482223659,6.10805860805861,0,0,10,10,9,0.769230769230769,4.84825,22.3765384615385,10.448,56.034,11,2,0,0,0,0,0,0,0,-1,"Orthogonal",21.245,1,1,"Triangular",25.682,1,"Triangular",24.012,0,"Triangular",13.878,3,1,2.22878333333333,7,8,2.61946666666667
"C7R9T","11111","point","SGC4B","winter22","asynch","Male",21,"X-Other","Third","United States","I tried my best on each question",2,5,4,"","",8.36971666666667,1,"chrome",1440,744,-0.598784548784549,12,-0.230284421460892,0,0,0,0,-12,0,5.54215,25.5791538461538,5.182,79.952,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",21.769,0,-1,"Orthogonal",79.952,0,"Orthogonal",17.46,0,"Orthogonal",29.705,0,-5,2.7872,0,-7,2.75495
"CHF7E","11111","point","SGC4B","winter22","asynch","Female",23,"English","Fourth","United States","I tried my best on each question",2,4,4,"none","none",8.29803333333333,1,"chrome",1440,900,12,-0.415508511096746,8.08974358974359,0,0,12,12,12,0.923076923076923,4.2085,19.4238461538462,2.279,55.961,12,0,0,0,1,0,0,1,1,1,"Triangular",55.961,1,1,"Triangular",15.624,1,"Triangular",33.131,1,"Triangular",11.443,5,5,1.97353333333333,7,7,2.23496666666667
"CL5EN","1112","arrow","SGC4B","winter22","asynch","Male",20,"X-Other","Third","Russia","I tried my best on most questions",3,3,3,"","",5.38431666666667,1,"chrome",1692,873,6.24125874125874,1.31341575091575,3.86446886446886,0,0,6,6,3.5,0.461538461538462,3.75203333333333,17.3170769230769,5.432,49.024,6,2,1,0,4,1,2,2,0,-1,"Orthogonal",14.768,0,-0.5,"?",14.349,1,"Triangular",49.024,1,"Triangular",17.987,1,-1,1.18563333333333,5,4.5,2.5664
"CM2BP","1112","arrow","SGC4B","winter22","asynch","Female",22,"English","Third","United States","I tried my best on most questions",4,2,2,"","ADHD",6.64321666666667,2,"chrome",1440,821,0.821886446886447,4.55032051282051,0.711767399267399,0,0,0,1,-3,0.0769230769230769,3.9384,18.1772307692308,5.461,38.327,2,5,1,0,5,1,1,4,0,-1,"Orthogonal",15.68,1,1,"Triangular",25.99,0,"Orthogonal",31.918,0,"Triangular",16.243,1,-1.5,1.75298333333333,0,-1.5,2.18541666666667
"CSQRM","1113","cross","SGC4B","winter22","asynch","Female",18,"Spanish","First","United States","I tried my best on most questions",4,4,2,"THE ONLY PART I COULDNT FIGURE OUT WAS THE BREAKS.","NO",10.87225,2,"chrome",1440,702,-0.598084268672504,6.47248168498168,2.05315395388925,0,0,0,0,-8.5,0,7.52178333333333,34.7159230769231,7.558,89.183,0,8,2,0,3,2,3,0,0,-1,"Orthogonal",15.835,0,-0.5,"?",89.183,0,"Orthogonal",16.277,0,"Orthogonal",81.923,0,-2.5,3.47366666666667,0,-6,4.04811666666667
"CW083","11111","point","SGC4B","winter22","asynch","Male",21,"English","Third","United States","I tried my best on each question",3,5,4,"","",5.96985,1,"chrome",1706,889,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,2.9945,13.8207692307692,5.392,31.729,13,0,0,0,0,0,0,0,1,1,"Triangular",28.171,1,1,"Triangular",18.587,1,"Triangular",20.283,1,"Triangular",7.72,5,5,1.32505,8,8,1.66945
"D18Z4","1112","arrow","SGC4B","winter22","asynch","Male",18,"English","First","USA","I tried my best on most questions",4,3,2,"Nothing really comes to mind for this question.","No",13.4691666666667,1,"chrome",1536,809,-0.389750935339171,11.5,-0.0212508080155139,0,0,0,0,-12,0,10.0834333333333,46.5389230769231,10.09,123.14,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",61.903,0,-1,"Orthogonal",123.14,0,"Orthogonal",19.97,0,"Orthogonal",62.395,0,-5,4.40975,0,-7,5.67368333333333
"D33FX","11111","point","SGC4B","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on each question",4,2,5,"it was a very interesting task!","n/a",13.83765,1,"chrome",1440,789,0.846886446886447,5.25889625080802,0.597554406377936,0,0,2,2,-6.5,0.153846153846154,5.47533333333333,25.2707692307692,6.819,80.304,2,6,0,0,5,0,5,0,0,-1,"Orthogonal",26.056,1,1,"Triangular",29.058,0,"Orthogonal",53.385,0,"Orthogonal",16.062,1,-2,1.90368333333333,1,-4.5,3.57165
"D63Q6","1112","arrow","SGC4B","winter22","asynch","Female",21,"English","Third","United States","I tried my best on each question",1,4,5,"That graph looked like a monster at a glance but it was actually really easy to read once I figured it out. Thanks :D","No",9.11331666666667,1,"chrome",1920,969,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,5.01191666666667,23.1319230769231,7.612,90.089,13,0,0,0,0,0,0,0,1,1,"Triangular",61.097,1,1,"Triangular",10.117,1,"Triangular",28.156,1,"Triangular",13.99,5,5,1.79443333333333,8,8,3.21748333333333
"DAA74","1113","cross","SGC4B","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question",4,3,4,"","",9.55158333333333,1,"chrome",1440,821,0.354729584141349,9.58498168498168,-0.461269123033829,0,0,1,1,-10,0.0769230769230769,6.39928333333333,29.5351538461538,9.908,62.327,1,10,0,0,2,0,2,0,0,-1,"Orthogonal",15.817,1,1,"Triangular",62.327,0,"Orthogonal",24.763,0,"Orthogonal",56.877,1,-2,1.99423333333333,0,-8,4.40505
"DB4YJ","1112","arrow","SGC4B","winter22","asynch","Female",22,"Cantonese","Fourth","United States","I tried my best on each question",4,4,5,"","",11.67635,1,"chrome",2560,1338,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,8.8654,40.9172307692308,6.248,192.957,13,0,0,0,0,0,0,0,1,1,"Triangular",119.304,1,1,"Triangular",37.187,1,"Triangular",46.517,1,"Triangular",17.027,5,5,3.29693333333333,8,8,5.56846666666667
"DBWSG","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","US","I tried my best on each question",4,3,2,"","",5.44751666666667,1,"chrome",1440,821,-0.448084268672504,11.4230769230769,-0.723173884938591,0,0,0,0,-12,0,4.06346666666667,18.7544615384615,4.611,46.081,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",4.611,0,-0.5,"?",35.881,0,"Orthogonal",14.772,0,"Orthogonal",24.05,0,-4.5,1.19391666666667,0,-7.5,2.86955
"DEW6N","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question",3,3,4,"","No, not that I know of",13.3981166666667,1,"chrome",1536,722,-0.843917602005837,9.44093406593407,-0.708750808015514,0,0,0,0,-11.5,0,9.72336666666667,44.8770769230769,14.558,74.936,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",38.156,0,-0.5,"?",60.953,0,"Orthogonal",44.533,0,"Orthogonal",48.826,0,-4.5,3.27871666666667,0,-7,6.44465
"DGJO0","1113","cross","SGC4B","winter22","asynch","Female",21,"English","Fourth","US","I tried my best on most questions",3,3,4,"Sometimes difficult to read the letters ","No",8.17698333333333,1,"chrome",1920,961,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.06313333333333,27.9836923076923,8.424,60.888,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",9.318,0,-1,"Orthogonal",60.888,0,"Orthogonal",18.191,0,"Orthogonal",38.919,0,-5,1.91983333333333,0,-8,4.1433
"DGZD7","11111","point","SGC4B","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on each question",3,4,3,"","",5.66055,1,"chrome",1280,721,-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,3.66428333333333,16.9120769230769,4.595,55.026,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",9.967,0,-0.5,"?",55.026,0,"Orthogonal",11.244,0,"Orthogonal",25.074,0,-4.5,1.54446666666667,0,-8,2.11981666666667
"DJARF","11111","point","SGC4B","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on most questions",2,3,5,"","No",3.31913333333333,1,"chrome",1195,712,11.875,-0.540508511096746,7.30542986425339,0,0,12,12,11.5,0.923076923076923,1.95771666666667,9.03561538461538,5.288,16.371,12,0,0,0,1,0,1,0,1,1,"Triangular",5.288,1,1,"Triangular",9.203,1,"Triangular",14.578,0,"?",9.041,5,5,0.6433,7,6.5,1.31441666666667
"DUTP2","1113","cross","SGC4B","winter22","asynch","Male",22,"English","Fourth","U.S.","I tried my best on each question",1,4,3,"","no",5.00326666666667,1,"chrome",2560,1289,-1.19818931068931,6.05654761904762,0.316634346046111,0,0,0,0,-8,0,2.68838333333333,12.4079230769231,6.015,26.857,0,7,1,0,5,1,3,2,0,-1,"Orthogonal",21.432,0,-1,"Orthogonal",18.134,0,"Orthogonal",15.54,0,"Orthogonal",10.628,0,-3,1.18051666666667,0,-5,1.50786666666667
"E6WKX","1113","cross","SGC4B","winter22","asynch","Female",22,"Cantonese","Third","United States","I tried my best on each question",4,2,4,"","",5.7678,1,"chrome",1440,789,1.04331501831502,4.26771978021978,0.453296703296703,0,0,2,2,-5.5,0.153846153846154,4.03766666666667,18.6353846153846,7.728,27.025,2,5,0,0,6,0,5,1,0,-1,"Orthogonal",10.367,1,1,"Triangular",25.424,0,"Orthogonal",20.272,1,"Triangular",23.273,1,-2,1.44996666666667,1,-3.5,2.5877
"EH1AK","1113","cross","SGC4B","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question",3,4,2,"","",6.90011666666667,3,"chrome",1200,644,-0.452250935339171,11.5,-0.0874272786037492,0,0,0,0,-12.5,0,4.38785,20.2516153846154,4.962,39.93,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",15.365,0,-1,"Orthogonal",30.259,0,"Orthogonal",39.93,0,"Orthogonal",28.462,0,-4.5,1.51053333333333,0,-8,2.87731666666667
"EK0VG","11111","point","SGC4B","winter22","asynch","Female",20,"X-Other","Third","Pakistan","I tried my best on each question",2,3,5,"This task was really interesting","",3.46805,1,"chrome",1600,789,0.346396250808016,4.12556291747468,-0.0102887308769662,0,0,1,1,-6,0.0769230769230769,1.97455,9.11330769230769,3.878,19.154,2,5,0,0,6,0,6,0,0,-1,"Orthogonal",3.878,1,1,"Triangular",7.368,0,"Orthogonal",14.05,0,"Triangular",11.825,1,-2,0.626616666666667,0,-4,1.34793333333333
"EM6DD","11111","point","SGC4B","winter22","asynch","Male",20,"English","Third","United States of America","I tried my best on each question",3,4,5,"","",28.4875,1,"chrome",1680,971,9.48021978021978,0.116634346046111,5.11788211788212,0,0,9,9,8,0.692307692307692,21.95975,101.352692307692,6.517,488.047,10,1,0,0,2,0,2,0,0,-1,"Orthogonal",488.047,1,1,"Triangular",250.525,1,"Triangular",38.486,1,"Triangular",137.215,2,0,15.3739,7,8,6.58585
"EMEDX","1112","arrow","SGC4B","winter22","asynch","Male",18,"English","First","United States of America","I tried my best on each question",4,4,2,"Learning how to use the graph was a bit difficult. I think an explanation of how the graph works would be useful.","no",11.674,1,"chrome",1440,821,-0.448084268672504,12.5,-0.146250808015514,0,0,0,0,-12.5,0,8.63898333333333,39.8722307692308,8.877,99.598,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",20.332,0,-1,"Orthogonal",92.361,0,"Orthogonal",16.808,0,"Orthogonal",69.131,0,-5,4.4046,0,-7.5,4.23438333333333
"F0WGD","1113","cross","SGC4B","winter22","asynch","Female",19,"English","Second","United States of America","I tried my best on each question",2,5,5,"It took me a long time to figure out how to use the chart but after I got the pattern it was easy.","",12.8223,1,"chrome",1280,721,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,6.9751,32.1927692307692,7.76,150.13,13,0,0,0,0,0,0,0,1,1,"Triangular",150.13,1,1,"Triangular",15.858,1,"Triangular",41.594,1,"Triangular",13.61,5,5,3.6429,8,8,3.3322
