"subject","condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","absolute_score"
"5EA7J","11111","winter22","asynch","Female",18,"X-Other","First","USA","I tried my best on each question",2,5,3,"","No",15.89335,0
"0MDW3","11111","winter22","asynch","Male",22,"Korean","Fourth","South Korea","I tried my best on each question",2,4,4,"N/A","No",15.0404666666667,0
"OURVT","11111","winter22","asynch","Male",21,"X-Other","Fourth","United States","I tried my best on each question",1,5,4,"","",5.87963333333333,0
"GWGN0","11111","winter22","asynch","Male",19,"English","Second","United States","I tried my best on most questions",5,2,1,"","Not an impairment, but i misinterpreted the graph for the first question",6.74855,8
"HXCRV","11111","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question",4,3,5,"","",7.64068333333333,0
"11XCH","11111","winter22","asynch","Male",21,"Arabic","Fourth","United States","I tried my best on most questions",3,2,5,"Really fun but frustrating lol","no",32.6356,0
"ON3CS","11111","winter22","asynch","Female",19,"English","First","US","I tried my best on most questions",4,1,3,"Maybe give some more background on the graph. ","No",12.5077333333333,0
"545HR","11111","winter22","asynch","Female",19,"English","First","USA","I tried my best on each question",4,3,3,"that i did not fully understand the directions until about a third of the way through so a lot of my earlier answers were based on faulty logic.","NO",10.5891333333333,1
"OWOFE","11111","winter22","asynch","Other-Not Listed",20,"English","Second","US","I tried my best on each question",5,1,4,"","ASD",13.96805,7
"BKASK","11111","winter22","asynch","Other-Not Listed",19,"English","First","United States","I tried my best on most questions",2,3,2,"","no",11.1538333333333,0
"03DH0","11111","winter22","asynch","Male",20,"Spanish","Third","United States","I tried my best on each question",1,5,4,"At first I didn't understand the graph, but after about a minute of looking at it, it started to make more and more sense.
","no",9.61305,12
"SFGM1","11111","winter22","asynch","Male",19,"English","Second","Republic of Korea","I tried my best on each question",4,2,3,"N/A","N/A",8.1803,2
"EK0VG","11111","winter22","asynch","Female",20,"X-Other","Third","Pakistan","I tried my best on each question",2,3,5,"This task was really interesting","",3.46805,1
"VRDL9","11111","winter22","asynch","Male",18,"English","First","United States","I tried my best on most questions",5,2,5,"What was the point of the diagonal lines?","NO",12.4851666666667,0
"GWVWK","11111","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question",4,5,4,"it was interesting adjusting to how the graph worked.","n/a",10.2843333333333,0
"Z1Z1O","11111","winter22","asynch","Female",20,"Spanish","Fourth","United States","I tried my best on most questions",4,3,2,"","No",13.5330666666667,0
"AAOLH","11111","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions",4,2,5,"","I have ADHD. ",6.24411666666667,1
"T71Z3","11111","winter22","asynch","Female",18,"Mandarin","First","China","I tried my best on each question",3,2,4,"I did not fully understand the graph for the first half of the survey and I only thought the dot is about the start time and did not think through the lines connecting to dots. Maybe it will be better if there is an example or practice question? ","N/A",36.4228833333333,5
"04TE9","11111","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions",3,3,2,"","No",9.90221666666667,0
"Y81GX","11111","winter22","asynch","Male",19,"English","Second","United States","I tried my best on each question",3,4,2,"The graph was understandable enough to complete the questions but the triangle format slightly confused me.","No",18.2329833333333,0
"7UM6W","11111","winter22","asynch","Male",23,"English","Third","United States","I tried my best on each question",4,4,3,"The activity was strenuous on my eyes. ","",29.8159333333333,0
"SBKOJ","11111","winter22","asynch","Male",28,"English","Fourth","United States","I tried my best on each question",3,1,3,"I'm not sure if I read the schedules correctly, but I tried. ","No",17.4187833333333,9
"781AJ","11111","winter22","asynch","Female",21,"English","Third","United States","I tried my best on most questions",4,2,3,"I quite honestly was pretty confused due to the triangles and lines.","No ",7.64015,0
"HF4J5","11111","winter22","asynch","Female",19,"X-Other","Second","United States","I tried my best on most questions",2,2,1,"","no",9.47928333333333,1
"F3GNF","11111","winter22","asynch","Female",20,"Korean","Third","United States","I tried my best on most questions",3,3,3,"","",9.6488,11
"BCLOS","11111","winter22","asynch","Male",20,"English","Third","United States","I tried my best on most questions",4,2,2,"I think some of the later questions revealed that I may have been looking at the chart entirely wrong :(","no",10.6031666666667,0
"37106","11111","winter22","asynch","Female",20,"Spanish","Third","Mexico","I tried my best on most questions",4,4,5,"I dont know","None",9.8757,0
"JGQL7","11111","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question",4,3,3,"I was confused about the x-axis being labeled as ""start and end times."" I calculated the end times by adding the duration to the hour labeled on the x-axis but I'm honestly not sure if that was the correct way to go about it since the ""end times"" was labeled there as well.","No",11.4689666666667,0
"6JZMM","11111","winter22","asynch","Female",19,"X-Other","Second","United States","I tried my best on most questions",2,3,1,"","",8.14766666666667,0
"ZWF7Z","11111","winter22","asynch","Female",22,"Arabic","Fourth","US","I tried my best on most questions",3,3,1,"","",8.3721,0
"R41WF","11111","winter22","asynch","Male",19,"English","First","USA ","I tried my best on most questions",3,3,2,"the layout of the time schedule was very... interesting. ","no",17.5958333333333,0
"CHF7E","11111","winter22","asynch","Female",23,"English","Fourth","United States","I tried my best on each question",2,4,4,"none","none",8.29803333333333,11
"DJARF","11111","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on most questions",2,3,5,"","No",3.31913333333333,11
"LD29H","11111","winter22","asynch","Female",18,"English","First","United States of America","I tried my best on each question",2,3,4,"It was engaging.
","None.",7.47158333333333,2
"H4GUE","11111","winter22","asynch","Female",21,"Mandarin","Fourth","U.S","I tried my best on each question",3,4,5,"Everything was great! I just had a little trouble loading in at first. After the screen introducing my task and Alex, I was given a blank screen. I thought the test had started so I waited a while before I decided to refresh the page. But after I did refresh the page, the questions showed up so that was that. :D","no",15.5467666666667,0
"UA1V5","11111","winter22","asynch","Male",22,"X-Other","Fourth","United States","I tried my best on each question",2,5,5,"It was interesting and unique. Short and simple. A great experiment. ","No",11.4198833333333,1
"63XK4","11111","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question",3,4,3,"It was interesting because I felt like the 1st set of questions were harder than the second
","NO",12.1010666666667,0
"QW2F9","11111","winter22","asynch","Female",20,"Spanish","Second","United States","I tried my best on most questions",4,3,1,"","no",29.6743833333333,1
"AKU7D","11111","winter22","asynch","Female",23,"English","Fourth","United States","I tried my best on most questions",3,4,4,"Darker Graph","no",14.8384333333333,0
"XP9E6","11111","winter22","asynch","Female",19,"English","First","USA","I tried my best on each question",4,4,2,"","no",11.5730166666667,0
"STC1Z","11111","winter22","asynch","Female",18,"Spanish","First","USA","I tried my best on most questions",2,3,3,"","no",21.7610833333333,0
"PZWZ9","11111","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on most questions",3,3,2,"I made sure there was zero background noise while doing this task.","None.",16.6185166666667,0
"WUMOQ","11111","winter22","asynch","Male",21,"English","Third","United States of America","I tried my best on each question",3,4,3,"I'm pretty sure that this was intentional, but the triangle grid was really misleading and confusing at first, so if that was a mistake that's something to consider.","",17.2038166666667,0
"YZ2B1","11111","winter22","asynch","Female",18,"X-Other","First","Turkey","I tried my best on most questions",4,4,3,"Labeling the graphs better.","",9.94446666666667,0
"1OM2O","11111","winter22","asynch","Female",19,"English","Second","USA","I tried my best on each question",2,5,3,"","no",7.11788333333333,0
"YRYRU","11111","winter22","asynch","Male",20,"English","Third","Unites States of America","I tried my best on most questions",4,4,1,"Not sure.","No.",12.4634,0
"1BOTW","11111","winter22","asynch","Female",20,"English","Third","India","I tried my best on each question",2,4,4,"","",6.6602,11
"806VJ","11111","winter22","asynch","Male",22,"Arabic","Fourth","United States","I tried my best on most questions",3,4,1,"Use a better graph that one sucked.","No",11.0501833333333,0
"PPXWX","11111","winter22","asynch","Other-Not Listed",19,"English","Second","Taiwan","I tried my best on each question",4,2,3,"I had a hard time figuring out how to read the graph.","No.",14.3352,3
"TGWWW","11111","winter22","asynch","Male",19,"Spanish","Second","United States","I tried my best on most questions",4,4,3,"It definitely just seemed like a time waste. I started to kind of have fun with it, hoping to see my score of how I did at the end. I still hope I see how well I did. ","Not that I know of.",11.3716,0
"EM6DD","11111","winter22","asynch","Male",20,"English","Third","United States of America","I tried my best on each question",3,4,5,"","",28.4875,8
"VRLZ5","11111","winter22","asynch","Male",18,"English","First","United States","I tried my best on each question",4,4,2,"","",7.42508333333333,1
"DGZD7","11111","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on each question",3,4,3,"","",5.66055,0
"UZCD8","11111","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions",5,1,2,"More detailed instructions on how to read the graph. ","No",9.3656,1
"71YSR","11111","winter22","asynch","Female",21,"English","Third","United States","I tried my best on each question",3,4,3,"I got better as reading the graph as time went on","No",13.2338833333333,0
"0FHV9","11111","winter22","asynch","Female",22,"Spanish","Fourth","United States","I tried my best on each question",1,5,5,"","None.",11.9577833333333,0
"0EJVN","11111","winter22","asynch","Female",21,"English","Third","United States","I tried my best on each question",3,5,4,"","No",9.61463333333333,0
"LAZNE","11111","winter22","asynch","Female",18,"Spanish","First","America","I tried my best on each question",3,2,3,"N/A","No",17.3889333333333,0
"8E5QQ","11111","winter22","asynch","Female",19,"Spanish","First","United States","I tried my best on each question",3,3,3,"","",7.15086666666667,1
"BF9X8","11111","winter22","asynch","Female",18,"Spanish","First","United States","I tried my best on each question",3,3,3,"N/A
","N/A",7.42726666666667,0
"OUHCM","11111","winter22","asynch","Female",21,"Mandarin","Fourth","China","I tried my best on most questions",3,3,4,"","N/A",6.29243333333333,8
"BCLXE","11111","winter22","asynch","Male",24,"Korean","Fourth","Korea","I tried my best on each question",2,4,4,"","no",8.83571666666667,1
"CW083","11111","winter22","asynch","Male",21,"English","Third","United States","I tried my best on each question",3,5,4,"","",5.96985,12
"1UNBR","11111","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question",3,3,5,"","",11.2121,10
"5HHA7","11111","winter22","asynch","Male",20,"Cantonese","Third","Hong Kong","I tried my best on each question",2,4,3,"","",9.14826666666667,0
"L53BW","11111","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question",3,3,3,"A calculator would be useful","No",10.2133,0
"P3PUB","11111","winter22","asynch","Female",23,"Korean","Third","Korea","I tried my best on each question",4,2,3,"It was hard to tell where the two dots are plotted because of a diamond shaped lines. ","",12.5158833333333,0
"PO2LR","11111","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions",2,2,5,"i was a bit distracted ","",18.86475,0
"Y96DE","11111","winter22","asynch","Female",19,"French","Second","United States","I tried my best on most questions",4,3,2,"","",17.0935666666667,0
"P7GD8","11111","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question",3,3,2,"","",30.1378833333333,0
"XNGBZ","11111","winter22","asynch","Female",21,"English","Third","United States","I tried my best on most questions",4,3,2,"","",9.56635,0
"3B0R3","11111","winter22","asynch","Male",21,"English","Third","United States","I tried my best on most questions",2,4,3,"checklist in alphabetical order would make more sense for selecting!","Nope
",8.19591666666667,0
"GM5W6","11111","winter22","asynch","Female",22,"English","Fourth","usa","I tried my best on each question",3,3,5,"","",6.84908333333333,0
"NGK82","11111","winter22","asynch","Male",19,"Spanish","Second","United States","I tried my best on each question",1,5,5,"","no",15.4775166666667,11
"7CVJA","11111","winter22","asynch","Female",19,"X-Other","Second","Brazil","I tried my best on each question",3,4,4,"","",16.5752333333333,0
"Z2ZUW","11111","winter22","asynch","Female",20,"Mandarin","Second","China","I tried my best on each question",5,1,5,"none","none",10.7117166666667,2
"LD7EK","11111","winter22","asynch","Male",21,"English","Third","United States","I tried my best on most questions",3,3,2,"","No",12.28355,0
