"subject","mode","condition","question","score","pretty_condition"
"VWB05","asynch","11115",7,-6,"click-point"
"VWB05","asynch","11115",8,-6.5,"click-point"
"VWB05","asynch","11115",9,-7.5,"click-point"
"VWB05","asynch","11115",10,-8.5,"click-point"
"VWB05","asynch","11115",11,-9.5,"click-point"
"VWB05","asynch","11115",12,-10.5,"click-point"
"VWB05","asynch","11115",13,-11.5,"click-point"
"6B6X6","asynch","11115",1,-1,"click-point"
"6B6X6","asynch","11115",2,-2,"click-point"
"6B6X6","asynch","11115",3,-1,"click-point"
"6B6X6","asynch","11115",4,-1.5,"click-point"
"6B6X6","asynch","11115",5,-0.5,"click-point"
"6B6X6","asynch","11115",6,-1.5,"click-point"
"6B6X6","asynch","11115",7,-2,"click-point"
"6B6X6","asynch","11115",8,-2.5,"click-point"
"6B6X6","asynch","11115",9,-3.5,"click-point"
"6B6X6","asynch","11115",10,-4.5,"click-point"
"6B6X6","asynch","11115",11,-5.5,"click-point"
"6B6X6","asynch","11115",12,-6.5,"click-point"
"6B6X6","asynch","11115",13,-7.5,"click-point"
"Z39WH","asynch","11115",1,-1,"click-point"
"Z39WH","asynch","11115",2,-2,"click-point"
"Z39WH","asynch","11115",3,-3,"click-point"
"Z39WH","asynch","11115",4,-3.5,"click-point"
"Z39WH","asynch","11115",5,-2.5,"click-point"
"Z39WH","asynch","11115",6,-3.5,"click-point"
"Z39WH","asynch","11115",7,-4,"click-point"
"Z39WH","asynch","11115",8,-3,"click-point"
"Z39WH","asynch","11115",9,-4,"click-point"
"Z39WH","asynch","11115",10,-5,"click-point"
"Z39WH","asynch","11115",11,-4,"click-point"
"Z39WH","asynch","11115",12,-4.5,"click-point"
"Z39WH","asynch","11115",13,-5.5,"click-point"
"XLH9B","asynch","11115",1,-0.5,"click-point"
"XLH9B","asynch","11115",2,-1,"click-point"
"XLH9B","asynch","11115",3,-2,"click-point"
"XLH9B","asynch","11115",4,-3,"click-point"
"XLH9B","asynch","11115",5,-4,"click-point"
"XLH9B","asynch","11115",6,-5,"click-point"
"XLH9B","asynch","11115",7,-6,"click-point"
"XLH9B","asynch","11115",8,-7,"click-point"
"XLH9B","asynch","11115",9,-8,"click-point"
"XLH9B","asynch","11115",10,-9,"click-point"
"XLH9B","asynch","11115",11,-10,"click-point"
"XLH9B","asynch","11115",12,-11,"click-point"
"XLH9B","asynch","11115",13,-12,"click-point"
"KPQ31","asynch","11115",1,-1,"click-point"
"KPQ31","asynch","11115",2,-2,"click-point"
"KPQ31","asynch","11115",3,-3,"click-point"
"KPQ31","asynch","11115",4,-4,"click-point"
"KPQ31","asynch","11115",5,-5,"click-point"
"KPQ31","asynch","11115",6,-6,"click-point"
"KPQ31","asynch","11115",7,-7,"click-point"
"KPQ31","asynch","11115",8,-8,"click-point"
"KPQ31","asynch","11115",9,-9,"click-point"
"KPQ31","asynch","11115",10,-10,"click-point"
"KPQ31","asynch","11115",11,-11,"click-point"
"KPQ31","asynch","11115",12,-12,"click-point"
"KPQ31","asynch","11115",13,-13,"click-point"
"DJ72H","asynch","11115",1,-1,"click-point"
"DJ72H","asynch","11115",2,-2,"click-point"
"DJ72H","asynch","11115",3,-2.5,"click-point"
"DJ72H","asynch","11115",4,-3,"click-point"
"DJ72H","asynch","11115",5,-3.5,"click-point"
"DJ72H","asynch","11115",6,-4.5,"click-point"
"DJ72H","asynch","11115",7,-5,"click-point"
"DJ72H","asynch","11115",8,-4,"click-point"
"DJ72H","asynch","11115",9,-3,"click-point"
"DJ72H","asynch","11115",10,-2,"click-point"
"DJ72H","asynch","11115",11,-1,"click-point"
"DJ72H","asynch","11115",12,0,"click-point"
"DJ72H","asynch","11115",13,-0.5,"click-point"
"Z6CB2","asynch","11115",1,-1,"click-point"
"Z6CB2","asynch","11115",2,-2,"click-point"
"Z6CB2","asynch","11115",3,-2.5,"click-point"
"Z6CB2","asynch","11115",4,-1.5,"click-point"
"Z6CB2","asynch","11115",5,-2.5,"click-point"
"Z6CB2","asynch","11115",6,-3.5,"click-point"
"Z6CB2","asynch","11115",7,-4.5,"click-point"
"Z6CB2","asynch","11115",8,-5.5,"click-point"
"Z6CB2","asynch","11115",9,-6.5,"click-point"
"Z6CB2","asynch","11115",10,-7.5,"click-point"
"Z6CB2","asynch","11115",11,-8.5,"click-point"
"Z6CB2","asynch","11115",12,-9.5,"click-point"
"Z6CB2","asynch","11115",13,-10.5,"click-point"
"HNM67","asynch","11115",1,-1,"click-point"
"HNM67","asynch","11115",2,-2,"click-point"
"HNM67","asynch","11115",3,-3,"click-point"
"HNM67","asynch","11115",4,-3.5,"click-point"
"HNM67","asynch","11115",5,-3.5,"click-point"
"HNM67","asynch","11115",6,-4.5,"click-point"
"HNM67","asynch","11115",7,-5.5,"click-point"
"HNM67","asynch","11115",8,-5,"click-point"
"HNM67","asynch","11115",9,-6,"click-point"
"HNM67","asynch","11115",10,-7,"click-point"
"HNM67","asynch","11115",11,-8,"click-point"
"HNM67","asynch","11115",12,-8,"click-point"
"HNM67","asynch","11115",13,-9,"click-point"
"CNMNJ","asynch","11115",1,-1,"click-point"
"CNMNJ","asynch","11115",2,-2,"click-point"
"CNMNJ","asynch","11115",3,-3,"click-point"
"CNMNJ","asynch","11115",4,-3,"click-point"
"CNMNJ","asynch","11115",5,-4,"click-point"
"CNMNJ","asynch","11115",6,-5,"click-point"
"CNMNJ","asynch","11115",7,-6,"click-point"
"CNMNJ","asynch","11115",8,-7,"click-point"
"CNMNJ","asynch","11115",9,-8,"click-point"
"CNMNJ","asynch","11115",10,-9,"click-point"
"CNMNJ","asynch","11115",11,-10,"click-point"
"CNMNJ","asynch","11115",12,-11,"click-point"
"CNMNJ","asynch","11115",13,-12,"click-point"
"MJ2W9","asynch","11115",1,-1,"click-point"
"MJ2W9","asynch","11115",2,-2,"click-point"
"MJ2W9","asynch","11115",3,-3,"click-point"
"MJ2W9","asynch","11115",4,-4,"click-point"
"MJ2W9","asynch","11115",5,-4.5,"click-point"
"MJ2W9","asynch","11115",6,-5.5,"click-point"
"MJ2W9","asynch","11115",7,-6,"click-point"
"MJ2W9","asynch","11115",8,-5,"click-point"
"MJ2W9","asynch","11115",9,-6,"click-point"
"MJ2W9","asynch","11115",10,-7,"click-point"
"MJ2W9","asynch","11115",11,-7.5,"click-point"
"MJ2W9","asynch","11115",12,-8.5,"click-point"
"MJ2W9","asynch","11115",13,-9.5,"click-point"
"F37T6","asynch","11115",1,-1,"click-point"
"F37T6","asynch","11115",2,-2,"click-point"
"F37T6","asynch","11115",3,-2.5,"click-point"
"F37T6","asynch","11115",4,-1.5,"click-point"
"F37T6","asynch","11115",5,-0.5,"click-point"
"F37T6","asynch","11115",6,-1.5,"click-point"
"F37T6","asynch","11115",7,-1.5,"click-point"
"F37T6","asynch","11115",8,-0.5,"click-point"
"F37T6","asynch","11115",9,-1.5,"click-point"
"F37T6","asynch","11115",10,-2.5,"click-point"
"F37T6","asynch","11115",11,-3,"click-point"
"F37T6","asynch","11115",12,-2,"click-point"
"F37T6","asynch","11115",13,-2,"click-point"
"KZOE9","asynch","11115",1,-1,"click-point"
"KZOE9","asynch","11115",2,-2,"click-point"
"KZOE9","asynch","11115",3,-3,"click-point"
"KZOE9","asynch","11115",4,-4,"click-point"
"KZOE9","asynch","11115",5,-5,"click-point"
"KZOE9","asynch","11115",6,-6,"click-point"
"KZOE9","asynch","11115",7,-7,"click-point"
"KZOE9","asynch","11115",8,-8,"click-point"
"KZOE9","asynch","11115",9,-9,"click-point"
"KZOE9","asynch","11115",10,-10,"click-point"
"KZOE9","asynch","11115",11,-11,"click-point"
"KZOE9","asynch","11115",12,-12,"click-point"
"KZOE9","asynch","11115",13,-13,"click-point"
"9OEG6","asynch","11115",1,-1,"click-point"
"9OEG6","asynch","11115",2,-2,"click-point"
"9OEG6","asynch","11115",3,-3,"click-point"
"9OEG6","asynch","11115",4,-4,"click-point"
"9OEG6","asynch","11115",5,-5,"click-point"
"9OEG6","asynch","11115",6,-6,"click-point"
"9OEG6","asynch","11115",7,-7,"click-point"
"9OEG6","asynch","11115",8,-8,"click-point"
"9OEG6","asynch","11115",9,-9,"click-point"
"9OEG6","asynch","11115",10,-10,"click-point"
"9OEG6","asynch","11115",11,-11,"click-point"
"9OEG6","asynch","11115",12,-12,"click-point"
"9OEG6","asynch","11115",13,-13,"click-point"
"C8QAW","asynch","11115",1,-1,"click-point"
"C8QAW","asynch","11115",2,-2,"click-point"
"C8QAW","asynch","11115",3,-3,"click-point"
"C8QAW","asynch","11115",4,-4,"click-point"
"C8QAW","asynch","11115",5,-5,"click-point"
"C8QAW","asynch","11115",6,-6,"click-point"
"C8QAW","asynch","11115",7,-6.5,"click-point"
"C8QAW","asynch","11115",8,-7.5,"click-point"
"C8QAW","asynch","11115",9,-8.5,"click-point"
"C8QAW","asynch","11115",10,-9.5,"click-point"
"C8QAW","asynch","11115",11,-10,"click-point"
"C8QAW","asynch","11115",12,-11,"click-point"
"C8QAW","asynch","11115",13,-12,"click-point"
"8NURS","asynch","11115",1,-1,"click-point"
"8NURS","asynch","11115",2,-2,"click-point"
"8NURS","asynch","11115",3,-2,"click-point"
"8NURS","asynch","11115",4,-2.5,"click-point"
"8NURS","asynch","11115",5,-1.5,"click-point"
"8NURS","asynch","11115",6,-1.5,"click-point"
"8NURS","asynch","11115",7,-1.5,"click-point"
"8NURS","asynch","11115",8,-0.5,"click-point"
"8NURS","asynch","11115",9,-1.5,"click-point"
"8NURS","asynch","11115",10,-2.5,"click-point"
"8NURS","asynch","11115",11,-3.5,"click-point"
"8NURS","asynch","11115",12,-3.5,"click-point"
"8NURS","asynch","11115",13,-4.5,"click-point"
"KTUY1","asynch","11115",1,-1,"click-point"
"KTUY1","asynch","11115",2,-2,"click-point"
"KTUY1","asynch","11115",3,-3,"click-point"
"KTUY1","asynch","11115",4,-4,"click-point"
"KTUY1","asynch","11115",5,-3,"click-point"
"KTUY1","asynch","11115",6,-4,"click-point"
"KTUY1","asynch","11115",7,-5,"click-point"
"KTUY1","asynch","11115",8,-5.5,"click-point"
"KTUY1","asynch","11115",9,-6.5,"click-point"
"KTUY1","asynch","11115",10,-7.5,"click-point"
"KTUY1","asynch","11115",11,-8,"click-point"
"KTUY1","asynch","11115",12,-8.5,"click-point"
"KTUY1","asynch","11115",13,-9.5,"click-point"
"R1K0J","asynch","11115",1,-1,"click-point"
"R1K0J","asynch","11115",2,-2,"click-point"
"R1K0J","asynch","11115",3,-2.5,"click-point"
"R1K0J","asynch","11115",4,-1.5,"click-point"
"R1K0J","asynch","11115",5,-0.5,"click-point"
"R1K0J","asynch","11115",6,-1.5,"click-point"
"R1K0J","asynch","11115",7,-2,"click-point"
"R1K0J","asynch","11115",8,-1,"click-point"
"R1K0J","asynch","11115",9,0,"click-point"
"R1K0J","asynch","11115",10,1,"click-point"
"R1K0J","asynch","11115",11,2,"click-point"
"R1K0J","asynch","11115",12,3,"click-point"
"R1K0J","asynch","11115",13,4,"click-point"
"47G4D","asynch","11115",1,-1,"click-point"
"47G4D","asynch","11115",2,-2,"click-point"
"47G4D","asynch","11115",3,-3,"click-point"
"47G4D","asynch","11115",4,-4,"click-point"
"47G4D","asynch","11115",5,-4,"click-point"
"47G4D","asynch","11115",6,-5,"click-point"
"47G4D","asynch","11115",7,-6,"click-point"
"47G4D","asynch","11115",8,-5,"click-point"
"47G4D","asynch","11115",9,-6,"click-point"
"47G4D","asynch","11115",10,-7,"click-point"
"47G4D","asynch","11115",11,-8,"click-point"
"47G4D","asynch","11115",12,-9,"click-point"
"47G4D","asynch","11115",13,-10,"click-point"
"FOMHO","asynch","11115",1,-1,"click-point"
"FOMHO","asynch","11115",2,-2,"click-point"
"FOMHO","asynch","11115",3,-3,"click-point"
"FOMHO","asynch","11115",4,-4,"click-point"
"FOMHO","asynch","11115",5,-4.5,"click-point"
"FOMHO","asynch","11115",6,-5.5,"click-point"
"FOMHO","asynch","11115",7,-6.5,"click-point"
"FOMHO","asynch","11115",8,-7,"click-point"
"FOMHO","asynch","11115",9,-8,"click-point"
"FOMHO","asynch","11115",10,-9,"click-point"
"FOMHO","asynch","11115",11,-10,"click-point"
"FOMHO","asynch","11115",12,-11,"click-point"
"FOMHO","asynch","11115",13,-12,"click-point"
"GXAV1","asynch","11115",1,-1,"click-point"
"GXAV1","asynch","11115",2,-2,"click-point"
"GXAV1","asynch","11115",3,-3,"click-point"
"GXAV1","asynch","11115",4,-4,"click-point"
"GXAV1","asynch","11115",5,-4,"click-point"
"GXAV1","asynch","11115",6,-5,"click-point"
"GXAV1","asynch","11115",7,-5.5,"click-point"
"GXAV1","asynch","11115",8,-4.5,"click-point"
"GXAV1","asynch","11115",9,-3.5,"click-point"
"GXAV1","asynch","11115",10,-4.5,"click-point"
"GXAV1","asynch","11115",11,-5,"click-point"
"GXAV1","asynch","11115",12,-6,"click-point"
"GXAV1","asynch","11115",13,-7,"click-point"
"PTMPD","asynch","11115",1,-1,"click-point"
"PTMPD","asynch","11115",2,-2,"click-point"
"PTMPD","asynch","11115",3,-3,"click-point"
"PTMPD","asynch","11115",4,-4,"click-point"
"PTMPD","asynch","11115",5,-4.5,"click-point"
"PTMPD","asynch","11115",6,-5.5,"click-point"
"PTMPD","asynch","11115",7,-6.5,"click-point"
"PTMPD","asynch","11115",8,-6.5,"click-point"
"PTMPD","asynch","11115",9,-7.5,"click-point"
"PTMPD","asynch","11115",10,-8.5,"click-point"
"PTMPD","asynch","11115",11,-9.5,"click-point"
"PTMPD","asynch","11115",12,-10.5,"click-point"
"PTMPD","asynch","11115",13,-11.5,"click-point"
"YV5WY","asynch","11115",1,-1,"click-point"
"YV5WY","asynch","11115",2,-2,"click-point"
"YV5WY","asynch","11115",3,-3,"click-point"
"YV5WY","asynch","11115",4,-4,"click-point"
"YV5WY","asynch","11115",5,-5,"click-point"
"YV5WY","asynch","11115",6,-6,"click-point"
"YV5WY","asynch","11115",7,-7,"click-point"
"YV5WY","asynch","11115",8,-8,"click-point"
"YV5WY","asynch","11115",9,-9,"click-point"
"YV5WY","asynch","11115",10,-10,"click-point"
"YV5WY","asynch","11115",11,-11,"click-point"
"YV5WY","asynch","11115",12,-12,"click-point"
"YV5WY","asynch","11115",13,-13,"click-point"
"LNEF7","asynch","11115",1,-1,"click-point"
"LNEF7","asynch","11115",2,-2,"click-point"
"LNEF7","asynch","11115",3,-2.5,"click-point"
"LNEF7","asynch","11115",4,-1.5,"click-point"
"LNEF7","asynch","11115",5,-2,"click-point"
"LNEF7","asynch","11115",6,-1,"click-point"
"LNEF7","asynch","11115",7,-1.5,"click-point"
"LNEF7","asynch","11115",8,-0.5,"click-point"
"LNEF7","asynch","11115",9,0.5,"click-point"
"LNEF7","asynch","11115",10,1.5,"click-point"
"LNEF7","asynch","11115",11,2.5,"click-point"
"LNEF7","asynch","11115",12,3.5,"click-point"
"LNEF7","asynch","11115",13,4.5,"click-point"
"0A9WN","asynch","11115",1,-1,"click-point"
"0A9WN","asynch","11115",2,-2,"click-point"
"0A9WN","asynch","11115",3,-3,"click-point"
"0A9WN","asynch","11115",4,-4,"click-point"
"0A9WN","asynch","11115",5,-4,"click-point"
"0A9WN","asynch","11115",6,-3,"click-point"
"0A9WN","asynch","11115",7,-3,"click-point"
"0A9WN","asynch","11115",8,-2,"click-point"
"0A9WN","asynch","11115",9,-2.5,"click-point"
"0A9WN","asynch","11115",10,-3,"click-point"
"0A9WN","asynch","11115",11,-2,"click-point"
"0A9WN","asynch","11115",12,-1,"click-point"
"0A9WN","asynch","11115",13,-1.5,"click-point"
"XV09T","asynch","11115",1,-1,"click-point"
"XV09T","asynch","11115",2,-2,"click-point"
"XV09T","asynch","11115",3,-2.5,"click-point"
"XV09T","asynch","11115",4,-3,"click-point"
"XV09T","asynch","11115",5,-2,"click-point"
"XV09T","asynch","11115",6,-2.5,"click-point"
"XV09T","asynch","11115",7,-3,"click-point"
"XV09T","asynch","11115",8,-3.5,"click-point"
"XV09T","asynch","11115",9,-4.5,"click-point"
"XV09T","asynch","11115",10,-5.5,"click-point"
"XV09T","asynch","11115",11,-6,"click-point"
"XV09T","asynch","11115",12,-6.5,"click-point"
"XV09T","asynch","11115",13,-7,"click-point"
"9Z01R","asynch","11115",1,-0.5,"click-point"
"9Z01R","asynch","11115",2,-1,"click-point"
"9Z01R","asynch","11115",3,-1.5,"click-point"
"9Z01R","asynch","11115",4,-2.5,"click-point"
"9Z01R","asynch","11115",5,-3,"click-point"
"9Z01R","asynch","11115",6,-2,"click-point"
"9Z01R","asynch","11115",7,-3,"click-point"
"9Z01R","asynch","11115",8,-3.5,"click-point"
"9Z01R","asynch","11115",9,-4,"click-point"
"9Z01R","asynch","11115",10,-4,"click-point"
"9Z01R","asynch","11115",11,-4.5,"click-point"
"9Z01R","asynch","11115",12,-4.5,"click-point"
"9Z01R","asynch","11115",13,-4.5,"click-point"
"F6QWV","asynch","11115",1,-1,"click-point"
"F6QWV","asynch","11115",2,-2,"click-point"
"F6QWV","asynch","11115",3,-3,"click-point"
"F6QWV","asynch","11115",4,-4,"click-point"
"F6QWV","asynch","11115",5,-4.5,"click-point"
"F6QWV","asynch","11115",6,-5.5,"click-point"
"F6QWV","asynch","11115",7,-6,"click-point"
"F6QWV","asynch","11115",8,-6.5,"click-point"
"F6QWV","asynch","11115",9,-7.5,"click-point"
"F6QWV","asynch","11115",10,-8.5,"click-point"
"F6QWV","asynch","11115",11,-9.5,"click-point"
"F6QWV","asynch","11115",12,-10.5,"click-point"
"F6QWV","asynch","11115",13,-11.5,"click-point"
"0AXM8","asynch","11115",1,-1,"click-point"
"0AXM8","asynch","11115",2,-2,"click-point"
"0AXM8","asynch","11115",3,-2.5,"click-point"
"0AXM8","asynch","11115",4,-3,"click-point"
"0AXM8","asynch","11115",5,-2,"click-point"
"0AXM8","asynch","11115",6,-3,"click-point"
"0AXM8","asynch","11115",7,-3.5,"click-point"
"0AXM8","asynch","11115",8,-3,"click-point"
"0AXM8","asynch","11115",9,-4,"click-point"
"0AXM8","asynch","11115",10,-5,"click-point"
"0AXM8","asynch","11115",11,-5.5,"click-point"
"0AXM8","asynch","11115",12,-6,"click-point"
"0AXM8","asynch","11115",13,-6,"click-point"
"S3JZD","asynch","11115",1,-1,"click-point"
"S3JZD","asynch","11115",2,-2,"click-point"
"S3JZD","asynch","11115",3,-3,"click-point"
"S3JZD","asynch","11115",4,-4,"click-point"
"S3JZD","asynch","11115",5,-5,"click-point"
"S3JZD","asynch","11115",6,-6,"click-point"
"S3JZD","asynch","11115",7,-7,"click-point"
"S3JZD","asynch","11115",8,-8,"click-point"
"S3JZD","asynch","11115",9,-9,"click-point"
"S3JZD","asynch","11115",10,-10,"click-point"
"S3JZD","asynch","11115",11,-11,"click-point"
"S3JZD","asynch","11115",12,-11.5,"click-point"
"S3JZD","asynch","11115",13,-12.5,"click-point"
"XHMNM","asynch","11115",1,-1,"click-point"
"XHMNM","asynch","11115",2,-2,"click-point"
"XHMNM","asynch","11115",3,-2.5,"click-point"
"XHMNM","asynch","11115",4,-1.5,"click-point"
"XHMNM","asynch","11115",5,-1,"click-point"
"XHMNM","asynch","11115",6,-2,"click-point"
"XHMNM","asynch","11115",7,-3,"click-point"
"XHMNM","asynch","11115",8,-3,"click-point"
"XHMNM","asynch","11115",9,-4,"click-point"
"XHMNM","asynch","11115",10,-5,"click-point"
"XHMNM","asynch","11115",11,-6,"click-point"
"XHMNM","asynch","11115",12,-7,"click-point"
"XHMNM","asynch","11115",13,-8,"click-point"
"UV0QH","asynch","11115",1,-1,"click-point"
"UV0QH","asynch","11115",2,-2,"click-point"
"UV0QH","asynch","11115",3,-3,"click-point"
"UV0QH","asynch","11115",4,-4,"click-point"
"UV0QH","asynch","11115",5,-5,"click-point"
"UV0QH","asynch","11115",6,-6,"click-point"
"UV0QH","asynch","11115",7,-7,"click-point"
"UV0QH","asynch","11115",8,-8,"click-point"
"UV0QH","asynch","11115",9,-9,"click-point"
"UV0QH","asynch","11115",10,-10,"click-point"
"UV0QH","asynch","11115",11,-11,"click-point"
"UV0QH","asynch","11115",12,-12,"click-point"
"UV0QH","asynch","11115",13,-13,"click-point"
"T2MAH","asynch","11115",1,-1,"click-point"
"T2MAH","asynch","11115",2,-2,"click-point"
"T2MAH","asynch","11115",3,-3,"click-point"
"T2MAH","asynch","11115",4,-4,"click-point"
"T2MAH","asynch","11115",5,-5,"click-point"
"T2MAH","asynch","11115",6,-6,"click-point"
"T2MAH","asynch","11115",7,-7,"click-point"
"T2MAH","asynch","11115",8,-8,"click-point"
"T2MAH","asynch","11115",9,-9,"click-point"
"T2MAH","asynch","11115",10,-10,"click-point"
"T2MAH","asynch","11115",11,-11,"click-point"
"T2MAH","asynch","11115",12,-12,"click-point"
"T2MAH","asynch","11115",13,-13,"click-point"
"WEFE3","asynch","11115",1,-1,"click-point"
"WEFE3","asynch","11115",2,-1.5,"click-point"
"WEFE3","asynch","11115",3,-2,"click-point"
"WEFE3","asynch","11115",4,-2.5,"click-point"
"WEFE3","asynch","11115",5,-3,"click-point"
"WEFE3","asynch","11115",6,-2.5,"click-point"
"WEFE3","asynch","11115",7,-3,"click-point"
"WEFE3","asynch","11115",8,-3.5,"click-point"
"WEFE3","asynch","11115",9,-4.5,"click-point"
"WEFE3","asynch","11115",10,-5.5,"click-point"
"WEFE3","asynch","11115",11,-6,"click-point"
"WEFE3","asynch","11115",12,-7,"click-point"
"WEFE3","asynch","11115",13,-7.5,"click-point"
"6TQE3","asynch","11115",1,1,"click-point"
"6TQE3","asynch","11115",2,2,"click-point"
"6TQE3","asynch","11115",3,2.5,"click-point"
"6TQE3","asynch","11115",4,2,"click-point"
"6TQE3","asynch","11115",5,1.5,"click-point"
"6TQE3","asynch","11115",6,2,"click-point"
"6TQE3","asynch","11115",7,1.5,"click-point"
"6TQE3","asynch","11115",8,1,"click-point"
"6TQE3","asynch","11115",9,0,"click-point"
"6TQE3","asynch","11115",10,-0.5,"click-point"
"6TQE3","asynch","11115",11,-1,"click-point"
"6TQE3","asynch","11115",12,-1.5,"click-point"
"6TQE3","asynch","11115",13,-2,"click-point"
"ES98M","asynch","11115",1,-1,"click-point"
"ES98M","asynch","11115",2,-2,"click-point"
"ES98M","asynch","11115",3,-2.5,"click-point"
"ES98M","asynch","11115",4,-3,"click-point"
"ES98M","asynch","11115",5,-4,"click-point"
"ES98M","asynch","11115",6,-5,"click-point"
"ES98M","asynch","11115",7,-6,"click-point"
"ES98M","asynch","11115",8,-5,"click-point"
"ES98M","asynch","11115",9,-6,"click-point"
"ES98M","asynch","11115",10,-7,"click-point"
"ES98M","asynch","11115",11,-6,"click-point"
"ES98M","asynch","11115",12,-7,"click-point"
"ES98M","asynch","11115",13,-7.5,"click-point"
"OLFCD","asynch","11115",1,-1,"click-point"
"OLFCD","asynch","11115",2,-2,"click-point"
"OLFCD","asynch","11115",3,-3,"click-point"
"OLFCD","asynch","11115",4,-4,"click-point"
"OLFCD","asynch","11115",5,-3,"click-point"
"OLFCD","asynch","11115",6,-4,"click-point"
"OLFCD","asynch","11115",7,-4.5,"click-point"
"OLFCD","asynch","11115",8,-5,"click-point"
"OLFCD","asynch","11115",9,-6,"click-point"
"OLFCD","asynch","11115",10,-7,"click-point"
"OLFCD","asynch","11115",11,-7.5,"click-point"
"OLFCD","asynch","11115",12,-8.5,"click-point"
"OLFCD","asynch","11115",13,-9,"click-point"
"KW3D0","asynch","11115",1,-1,"click-point"
"KW3D0","asynch","11115",2,-2,"click-point"
"KW3D0","asynch","11115",3,-3,"click-point"
"KW3D0","asynch","11115",4,-4,"click-point"
"KW3D0","asynch","11115",5,-5,"click-point"
"KW3D0","asynch","11115",6,-6,"click-point"
"KW3D0","asynch","11115",7,-6.5,"click-point"
"KW3D0","asynch","11115",8,-7.5,"click-point"
"KW3D0","asynch","11115",9,-8.5,"click-point"
"KW3D0","asynch","11115",10,-9.5,"click-point"
"KW3D0","asynch","11115",11,-10.5,"click-point"
"KW3D0","asynch","11115",12,-11.5,"click-point"
"KW3D0","asynch","11115",13,-12.5,"click-point"
"Y82VR","asynch","11115",1,-1,"click-point"
"Y82VR","asynch","11115",2,-0.5,"click-point"
"Y82VR","asynch","11115",3,-1.5,"click-point"
"Y82VR","asynch","11115",4,-2.5,"click-point"
"Y82VR","asynch","11115",5,-3,"click-point"
"Y82VR","asynch","11115",6,-4,"click-point"
"Y82VR","asynch","11115",7,-5,"click-point"
"Y82VR","asynch","11115",8,-6,"click-point"
"Y82VR","asynch","11115",9,-7,"click-point"
"Y82VR","asynch","11115",10,-8,"click-point"
"Y82VR","asynch","11115",11,-9,"click-point"
"Y82VR","asynch","11115",12,-10,"click-point"
"Y82VR","asynch","11115",13,-10.5,"click-point"
"WBJQG","asynch","11115",1,-0.5,"click-point"
"WBJQG","asynch","11115",2,-1.5,"click-point"
"WBJQG","asynch","11115",3,-2.5,"click-point"
"WBJQG","asynch","11115",4,-3,"click-point"
"WBJQG","asynch","11115",5,-3.5,"click-point"
"WBJQG","asynch","11115",6,-3,"click-point"
"WBJQG","asynch","11115",7,-2,"click-point"
"WBJQG","asynch","11115",8,-1.5,"click-point"
"WBJQG","asynch","11115",9,-2,"click-point"
"WBJQG","asynch","11115",10,-3,"click-point"
"WBJQG","asynch","11115",11,-3.5,"click-point"
"WBJQG","asynch","11115",12,-4,"click-point"
"WBJQG","asynch","11115",13,-4.5,"click-point"
"SLYYU","asynch","11115",1,-1,"click-point"
"SLYYU","asynch","11115",2,-2,"click-point"
"SLYYU","asynch","11115",3,-2.5,"click-point"
"SLYYU","asynch","11115",4,-2.5,"click-point"
"SLYYU","asynch","11115",5,-3,"click-point"
"SLYYU","asynch","11115",6,-4,"click-point"
"SLYYU","asynch","11115",7,-4.5,"click-point"
"SLYYU","asynch","11115",8,-5,"click-point"
"SLYYU","asynch","11115",9,-6,"click-point"
"SLYYU","asynch","11115",10,-7,"click-point"
"SLYYU","asynch","11115",11,-7.5,"click-point"
"SLYYU","asynch","11115",12,-6.5,"click-point"
"SLYYU","asynch","11115",13,-7,"click-point"
"4BCUB","asynch","11115",1,-1,"click-point"
"4BCUB","asynch","11115",2,-2,"click-point"
"4BCUB","asynch","11115",3,-3,"click-point"
"4BCUB","asynch","11115",4,-4,"click-point"
"4BCUB","asynch","11115",5,-4,"click-point"
"4BCUB","asynch","11115",6,-5,"click-point"
"4BCUB","asynch","11115",7,-6,"click-point"
"4BCUB","asynch","11115",8,-7,"click-point"
"4BCUB","asynch","11115",9,-8,"click-point"
"4BCUB","asynch","11115",10,-9,"click-point"
"4BCUB","asynch","11115",11,-10,"click-point"
"4BCUB","asynch","11115",12,-11,"click-point"
"4BCUB","asynch","11115",13,-12,"click-point"
"11NFO","asynch","11115",1,-1,"click-point"
"11NFO","asynch","11115",2,-2,"click-point"
"11NFO","asynch","11115",3,-2,"click-point"
"11NFO","asynch","11115",4,-2,"click-point"
"11NFO","asynch","11115",5,-1,"click-point"
"11NFO","asynch","11115",6,-0.5,"click-point"
"11NFO","asynch","11115",7,-1.5,"click-point"
"11NFO","asynch","11115",8,-2.5,"click-point"
"11NFO","asynch","11115",9,-3.5,"click-point"
"11NFO","asynch","11115",10,-4.5,"click-point"
"11NFO","asynch","11115",11,-5.5,"click-point"
"11NFO","asynch","11115",12,-6.5,"click-point"
"11NFO","asynch","11115",13,-7,"click-point"
"WF1M3","asynch","11115",1,-1,"click-point"
"WF1M3","asynch","11115",2,-2,"click-point"
"WF1M3","asynch","11115",3,-3,"click-point"
"WF1M3","asynch","11115",4,-4,"click-point"
"WF1M3","asynch","11115",5,-5,"click-point"
"WF1M3","asynch","11115",6,-6,"click-point"
"WF1M3","asynch","11115",7,-7,"click-point"
"WF1M3","asynch","11115",8,-8,"click-point"
