"subject","condition","term","mode","q","response","question"
"NZ5B4","115","winter22","asynch",16,"","Please describe how to determine what event(s) start at 12pm?"
"A76MJ","114","winter22","asynch",16,"I look at the X axis for the asked time and then look straight up from that point to find the the event name.","Please describe how to determine what event(s) start at 12pm?"
"K9W47","115","winter22","asynch",16,"axis x
","Please describe how to determine what event(s) start at 12pm?"
"U4FXL","115","winter22","asynch",16,"We look at 12 on the x axis and go up and count everything listed there ","Please describe how to determine what event(s) start at 12pm?"
"UBKOH","114","winter22","asynch",16,"Find 12pm on X-axis and find points that fall along its Y-axis","Please describe how to determine what event(s) start at 12pm?"
"6G6HE","114","winter22","asynch",16,"F and B come in at 12pm. Just follow the graph.","Please describe how to determine what event(s) start at 12pm?"
"1AHKL","113","winter22","asynch",16,"Go to x axis, look for 12PM, follow arrow that leads out of 12PM to the right and any dot on that line starts at 12PM","Please describe how to determine what event(s) start at 12pm?"
"UMBHH","115","winter22","asynch",16,"Go to 12pm, and look at the right side of it. Each dot has two lines connected to them. To their left is the start time and to their right is the end time. ","Please describe how to determine what event(s) start at 12pm?"
"LR3G1","113","winter22","asynch",16,"The diagonal axis facing upwards and to the right starting at the 12PM slot indicates a start time of 12PM","Please describe how to determine what event(s) start at 12pm?"
"OPLBP","114","winter22","asynch",16,"B and F start","Please describe how to determine what event(s) start at 12pm?"
"URF3W","113","winter22","asynch",16,"start at 12 at the bottom and follow the right diagonal line. All events that on the line start at 12 pm","Please describe how to determine what event(s) start at 12pm?"
"RL17F","115","winter22","asynch",16,"Based on how many staff members are scheduled to work during 12pm","Please describe how to determine what event(s) start at 12pm?"
"1TD7F","115","winter22","asynch",16,"I looked at the time that says 12pm and counted it as the start time. ","Please describe how to determine what event(s) start at 12pm?"
"K27WV","113","winter22","asynch",16,"If the line starts from 12PM and moves right","Please describe how to determine what event(s) start at 12pm?"
"XHY8Q","115","winter22","asynch",16,"looking at the x axis, find 12pm and slowly go up looking for any dots on that line. Those dots tell you if a shift will start at that time","Please describe how to determine what event(s) start at 12pm?"
"JKMRO","113","winter22","asynch",16,"Events starting at a certain time will line up with the 12pm on the x-axis at the bottom","Please describe how to determine what event(s) start at 12pm?"
"HP1U2","113","winter22","asynch",16,"look at the left line that of a letter point and follow it down to 12 pm on the x axis","Please describe how to determine what event(s) start at 12pm?"
"HLER6","113","winter22","asynch",16,"Find 12pm on the bottom axis and then travel up the line that goes up and to the right. Any event that is on this line starts at 12pm","Please describe how to determine what event(s) start at 12pm?"
"5380A","113","winter22","asynch",16,"By looking at the the horizontal axis, one can see the imaginary vertical line that can split the graph. What ever shifts lie on that line will be the events that lie at 12 pm.","Please describe how to determine what event(s) start at 12pm?"
"J532N","115","winter22","asynch",16,"F and B start shifts and J ends a shift.","Please describe how to determine what event(s) start at 12pm?"
"PQBZP","114","winter22","asynch",16,"follow the letters below 12 pm","Please describe how to determine what event(s) start at 12pm?"
"TP8ZS","114","winter22","asynch",16,"You find 12 pm on the X axis and track which dots lie on the diagonal line that is heading towards the right side. ","Please describe how to determine what event(s) start at 12pm?"
"VTO38","115","winter22","asynch",16,"Use the x-axis to locate the 12PM mark and follow straight upwards to any points on the invisible line","Please describe how to determine what event(s) start at 12pm?"
"9G8K3","115","winter22","asynch",16,"Check the dots on the vertical line starting at 12PM","Please describe how to determine what event(s) start at 12pm?"
"WB0LF","115","winter22","asynch",16,"You go to 12 pm on the x-axis and see which events have have an x-coordinate of 12 PM.","Please describe how to determine what event(s) start at 12pm?"
"MNF8O","114","winter22","asynch",16,"I determined what events start at 12pm by seeing what dots on the graph are at 12pm. I determine if a shift ends by seeing the duration of the shift using the duration axis.","Please describe how to determine what event(s) start at 12pm?"
"B57QL","113","winter22","asynch",16,"you look at 12pm on the bottom and use the diagonal line and see which points are on it.","Please describe how to determine what event(s) start at 12pm?"
"L3705","114","winter22","asynch",16,"All events on the right diagonal from 12 pm's position on the chart","Please describe how to determine what event(s) start at 12pm?"
"82VBY","115","winter22","asynch",16,"follow x axis to 12pm and look vertically to see which points fall on that line","Please describe how to determine what event(s) start at 12pm?"
"DWK0J","114","winter22","asynch",16,"Go up from the 12 PM bar at the bottom ","Please describe how to determine what event(s) start at 12pm?"
"84PZL","115","winter22","asynch",16,"the dots above the 12pm marker indicate the time. so I look straight up perpendicular to the horizontal axis t the 12p marker to determine which events start at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"83M4S","114","winter22","asynch",16,"find 12 pm on the graph. follow the upward diagonal line running from 12. that would be M and L start at 12pm","Please describe how to determine what event(s) start at 12pm?"
"CC9FZ","113","winter22","asynch",16,"Look at the graph horizontally until you reach 12pm and then look vertically to see what letters line up.","Please describe how to determine what event(s) start at 12pm?"
"X9OTF","115","winter22","asynch",16,"At 12pm shifts F and B begin, you determine this by looking at 12pm on the x-axis and going tracking up to which points starts at this time. ","Please describe how to determine what event(s) start at 12pm?"
"453NH","115","winter22","asynch",16,"Look at which dots correspond to the 12pm mark on the x-axis.","Please describe how to determine what event(s) start at 12pm?"
"0BTAJ","113","winter22","asynch",16,"follow the line that starts at the 12pm time and has a positive slope","Please describe how to determine what event(s) start at 12pm?"
"FK309","115","winter22","asynch",16,"I see where the left line meets at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"G9GC7","114","winter22","asynch",16,"To determine what events start at 12, one must look at what is directly above the 12 pm mark on the x-axis.","Please describe how to determine what event(s) start at 12pm?"
"A0KN3","114","winter22","asynch",16,"Either follow the diagonal line or go straight up, this graph is weird","Please describe how to determine what event(s) start at 12pm?"
"ETO0B","114","winter22","asynch",16,"You look at the diagonal lines stemming from that time.","Please describe how to determine what event(s) start at 12pm?"
"67XMW","113","winter22","asynch",16,"look at the x-axis","Please describe how to determine what event(s) start at 12pm?"
"1L782","113","winter22","asynch",16,"Find the time slot that says 12 PM on the bottom of the pyramid and find follow it up to shifts B and F ","Please describe how to determine what event(s) start at 12pm?"
"ZUG5U","113","winter22","asynch",16,"Looking at the vertical line x=12(pm), any dot that lies on this line will begin at that 12pm. According to this method, shifts B and F start at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"UEYMX","115","winter22","asynch",16,"look at the chart and look for the points that lined at 12 pm ","Please describe how to determine what event(s) start at 12pm?"
"DN14F","115","winter22","asynch",16,"Look at the X axis and see what it states 12 pm. Then from there go up and see which plots also correlate with 12 pm","Please describe how to determine what event(s) start at 12pm?"
"OZ14X","115","winter22","asynch",16,"Look at all the letters that correspond to the x-axis label that reads ""12 pm."" The letters are directly above ""12 pm.""
","Please describe how to determine what event(s) start at 12pm?"
"E2TEF","113","winter22","asynch",16,"To determine which event(s) start at 12pm I would suggest looking at the duration. Specifically, at hour duration 4 because from 8am to 12pm, there are 4 hours in between. This means that Z has started at 12pm and ended at 4pm. So Z would be an event that started at 12pm.  ","Please describe how to determine what event(s) start at 12pm?"
"ETFTW","113","winter22","asynch",16,"The place where the point is listen on the x axis (horizonta","Please describe how to determine what event(s) start at 12pm?"
"DHOKS","113","winter22","asynch",16,"Go up vertically from the 12pm point and find the letters in that line.","Please describe how to determine what event(s) start at 12pm?"
"WGKOY","114","winter22","asynch",16,"To determine what event(s) start at 12pm, you have to look at the dots/ shifts that are placed at the 12pm mark. ","Please describe how to determine what event(s) start at 12pm?"
"LCA8C","113","winter22","asynch",16,"You can determine what events start at 12 pm by reading the X-axis and the y-axis. ","Please describe how to determine what event(s) start at 12pm?"
"EPLOW","114","winter22","asynch",16,"Using the x-axis, find the 12pm mark and go up the y-axis to find the points B and F.","Please describe how to determine what event(s) start at 12pm?"
"JAD4Q","113","winter22","asynch",16,"M and L because they follow the 12pm diagonal towards the right, which is starting","Please describe how to determine what event(s) start at 12pm?"
"7KD25","115","winter22","asynch",16,"look at the x axis, find 12PM, trace upwards.","Please describe how to determine what event(s) start at 12pm?"
"2Y8XK","114","winter22","asynch",16,"To determine the events that start at 12pm you go to the x-axis and find 12pm. Then from 12pm you follow the line that is coming out of 12pm, diagonal and pointing towards the right. Any points on that line, in this case M and L, start at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"7SHKW","115","winter22","asynch",16,"You look at the x axis and find the 12Pm and look at the point ","Please describe how to determine what event(s) start at 12pm?"
"TKN32","115","winter22","asynch",16,"The x axis says when they start","Please describe how to determine what event(s) start at 12pm?"
"2F0D6","114","winter22","asynch",16,"look at the time on the x axis and compare it to the dots on the 12pm time","Please describe how to determine what event(s) start at 12pm?"
"UEOMR","115","winter22","asynch",16,"Look for 12 PM on the ""Start and End Time (time of the day)"" axis, and see which points are on the line.","Please describe how to determine what event(s) start at 12pm?"
"N95FK","115","winter22","asynch",16,"the dots vertically in line with 12pm","Please describe how to determine what event(s) start at 12pm?"
"APAMB","113","winter22","asynch",16,"go along the x axis until you reach 12pm. follow the line vertically all and you will hit shifts that start at 12pm (F,B)","Please describe how to determine what event(s) start at 12pm?"
"YVMV1","114","winter22","asynch",16,"By looking at the X axis ","Please describe how to determine what event(s) start at 12pm?"
"XTJ1R","115","winter22","asynch",16,"Find 12pm on the x axis. Follow the diagonal line that leans right starting at 12pm. Any dots that fall on that line start at 12pm. In this example, M and L start their shift at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"W287P","115","winter22","asynch",16,"look at what letters fall on top of 12pm on the x axis","Please describe how to determine what event(s) start at 12pm?"
"293QB","113","winter22","asynch",16,"I looked at the start and end time and then go to the letter ","Please describe how to determine what event(s) start at 12pm?"
"CTWWG","115","winter22","asynch",16,"look at 12 pm on the x-axis and go up and see which points are on the line x=12pm","Please describe how to determine what event(s) start at 12pm?"
"DY0BB","113","winter22","asynch",16,"anything vertically on the 12 pm line ","Please describe how to determine what event(s) start at 12pm?"
"MTCEB","113","winter22","asynch",16,"Go from 12pm on the x-axis and make a straight line up from it and whatever dots cross that path of the straight line are the shifts that start at 12pm. ","Please describe how to determine what event(s) start at 12pm?"
"FK6O0","114","winter22","asynch",16,"First, find 12 pm at the axis of start and end time. Then, look at the line at right 45 degree from the axis. The points on the line are the events start at 12 pm. ","Please describe how to determine what event(s) start at 12pm?"
"UNEBA","114","winter22","asynch",16,"look at the X axis for 12PM, then look at the Y axis for dots","Please describe how to determine what event(s) start at 12pm?"
"Y5NMS","113","winter22","asynch",16,"You find the time stamp for 12 on the bottom axis of the triangle and travel upwards to see which points are plotted in the vertical line that corresponds to the 12 time stamp.","Please describe how to determine what event(s) start at 12pm?"
"4660Y","113","winter22","asynch",16,"Start at the x axis, find 12pm, work straight up through every hour increment and find the points.","Please describe how to determine what event(s) start at 12pm?"
"BH2SE","114","winter22","asynch",16,"Look at 12PM time slot and look up to see the dots aligned to 12PM","Please describe how to determine what event(s) start at 12pm?"
"NN6JS","114","winter22","asynch",16,"You look at the x-axis and determine which points aline above 12pm","Please describe how to determine what event(s) start at 12pm?"
"O7C4V","113","winter22","asynch",16,"I first look at the tip/point made by the diagonal lines connected to 12 pm to see if any dots fall on the spot to indicate the start or end of a shift. Next I check if there are points that lie vertically to 12 pm if there are any breaks (B and F) that take place at that time","Please describe how to determine what event(s) start at 12pm?"
"YG0JQ","115","winter22","asynch",16,"read the y line","Please describe how to determine what event(s) start at 12pm?"
"QAUVK","113","winter22","asynch",16,"looking directly above the 12 pm tick on x axis","Please describe how to determine what event(s) start at 12pm?"
"9CLCR","114","winter22","asynch",16,"Look at 12 pm, then look at the diagonal line facing right and go up the line to determine which shifts start at 12.","Please describe how to determine what event(s) start at 12pm?"
"TFEQ0","114","winter22","asynch",16,"The events that start at 12 pm are the ones that have black dot along the y-axis at 12 pm on the x-axis.","Please describe how to determine what event(s) start at 12pm?"
"JY80S","115","winter22","asynch",16,"follow the line diagonally right starting at 12pm  ","Please describe how to determine what event(s) start at 12pm?"
"SGDUF","114","winter22","asynch",16,"find 12pm, go up right diagonal. All points intersecting with that line start at 12pm","Please describe how to determine what event(s) start at 12pm?"
"4GNS9","113","winter22","asynch",16,"Look at the bottom axis at 12pm, imagine or draw a vertical line through the 12pm time and choose the letters that has a dot on that vertical line","Please describe how to determine what event(s) start at 12pm?"
"C0VRA","114","winter22","asynch",16,"find 12pm on the x axis and look for black dots directly above it.","Please describe how to determine what event(s) start at 12pm?"
"O30BB","114","winter22","asynch",16,"go to the x-axis, find 12pm and look up. the plots pointed at 12pm are shown. F and B","Please describe how to determine what event(s) start at 12pm?"
"Y30VN","115","winter22","asynch",16,"the x axis is on 12pm","Please describe how to determine what event(s) start at 12pm?"
"APZGR","113","winter22","asynch",16,"I started at the bottom where the axis is labeled 12 pm and then moved upward to see which events fall on that line (B and F)","Please describe how to determine what event(s) start at 12pm?"
"304O6","113","winter22","asynch",16,"You look at the X axis and look for the dots that start at the 12 mark.","Please describe how to determine what event(s) start at 12pm?"
"U26T4","115","winter22","asynch",16,"I would start by looking at the x-axis at 12pm and then see the linear line that it going up one and right one every hour. So we see B and F ending their shifts and M and H starting their shifts.","Please describe how to determine what event(s) start at 12pm?"
"Y2BWO","114","winter22","asynch",16,"B and F start at 12pm. ","Please describe how to determine what event(s) start at 12pm?"
"Y2RLM","115","winter22","asynch",16,"Go from the X axis up ","Please describe how to determine what event(s) start at 12pm?"
"NG0OK","115","winter22","asynch",16,"Find 12pm on the x axis.  Go up and find the event","Please describe how to determine what event(s) start at 12pm?"
"PX101","113","winter22","asynch",16,"I go to 12pm on the x axis and then i go up from there to see which points are on 12pm","Please describe how to determine what event(s) start at 12pm?"
"JJTSL","113","winter22","asynch",16,"use the x axis","Please describe how to determine what event(s) start at 12pm?"
"2WLTY","113","winter22","asynch",16,"Follow the two diagonals that start at 12 PM. Any dots it intersects with starts at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"U839U","113","winter22","asynch",16,"you move to 12 PM on the bottom and then work up through the graph to see which letters fall on the same vertical line as 12 PM","Please describe how to determine what event(s) start at 12pm?"
"3ST7R","115","winter22","asynch",16,"go to 12 pm and look for the dots on that number
","Please describe how to determine what event(s) start at 12pm?"
"KSZRJ","114","winter22","asynch",16,"","Please describe how to determine what event(s) start at 12pm?"
"ECX0M","115","winter22","asynch",16,"x axis @12. go up","Please describe how to determine what event(s) start at 12pm?"
"NMURJ","115","winter22","asynch",16,"Look at the bottom axis for the start times and go up from 12pm","Please describe how to determine what event(s) start at 12pm?"
"6KL2R","115","winter22","asynch",16,"look at the x axis and find 12pm","Please describe how to determine what event(s) start at 12pm?"
"TPV5H","113","winter22","asynch",16,"I know the graph says start and end time, which is confusing, so I have just been reading the dots as start times and counting however many hours the shift is to determine end time.  So b and f are the start of a shift.","Please describe how to determine what event(s) start at 12pm?"
"X16OX","115","winter22","asynch",16,"Take your mouse and find 12 PM on the x-axis. Go straight up from that point with your mouse to find which shifts start then.","Please describe how to determine what event(s) start at 12pm?"
"PBAU4","113","winter22","asynch",16,"find 12 on x-axis and see any points that fall on that line and those are the shifts that will be starting at that time. then look at the y axis to see how long those shifts will last.","Please describe how to determine what event(s) start at 12pm?"
"OLL5S","115","winter22","asynch",16,"j ends shift, f anf b start","Please describe how to determine what event(s) start at 12pm?"
"L2T50","115","winter22","asynch",16,"By looking at the X-axis labeled as the time of day, specifically looking at 12 pm shifts. ","Please describe how to determine what event(s) start at 12pm?"
"T8EZ7","114","winter22","asynch",16,"Locate 12pm on the x-axis. Follow the diagonal line shooting out to the right of it to see when shifts begin (M & L). Follow the diagonal line shooting out to the left of it to see which shifts ended (none). Look above it to see which shifts had their coffee break at that time (B & F).","Please describe how to determine what event(s) start at 12pm?"
"YSO0M","113","winter22","asynch",16,"We need to find 12 pm and then look up the pyramid to see which letters correspond to that","Please describe how to determine what event(s) start at 12pm?"
"R8DPA","115","winter22","asynch",16,"Look at 12pm on the x-axis and then look at the points above it.","Please describe how to determine what event(s) start at 12pm?"
"3KN5D","115","winter22","asynch",16,"I would go to the 12pm slot and then trace the dots along the left diagnol.","Please describe how to determine what event(s) start at 12pm?"
"59MBJ","113","winter22","asynch",16,"B and F shifts start and I and J shifts ends.","Please describe how to determine what event(s) start at 12pm?"
"HJESG","113","winter22","asynch",16,"coffee break","Please describe how to determine what event(s) start at 12pm?"
"SJ64C","114","winter22","asynch",16,"go to 12 on x axis, draw vertical line throught 12, to the top of the graph","Please describe how to determine what event(s) start at 12pm?"
"2KWJH","114","winter22","asynch",16,"Look at the 12pm on the bottom axis and look at which points intersect with the 12pm","Please describe how to determine what event(s) start at 12pm?"
"DYKSV","113","winter22","asynch",16,"Look at the X-axis for 12 PM and see which dots are aligned on that X-axis, which are B and F.","Please describe how to determine what event(s) start at 12pm?"
"95CJ3","115","winter22","asynch",16,"Look at the x axis and find 12 pm.","Please describe how to determine what event(s) start at 12pm?"
"X9Q5T","114","winter22","asynch",16,"look at y axis and go up to the dots that are located on the 12pm coordinate","Please describe how to determine what event(s) start at 12pm?"
"QZ539","114","winter22","asynch",16,"Look at the axis labeled as start time and once you find the time ""12 pm"" you go directly up to see which dot with a letter falls on that imaginary line you created for that time.","Please describe how to determine what event(s) start at 12pm?"
"JYHJA","114","winter22","asynch",16,"Go straight up from 12pm on the graph to see which shifts start at 12pm, which is F and B. To see breaks calculate half of the duration of a start of shift and see which half of a shift is at 12pm. To see which shifts end go from the duration and count to see, shift J ends at 12.","Please describe how to determine what event(s) start at 12pm?"
"37L4A","114","winter22","asynch",16,"The dots that start at 12PM","Please describe how to determine what event(s) start at 12pm?"
"N9VVC","115","winter22","asynch",16,"look up from the 12pm marker on x-axis. points that start before 12pm can also be occurring simultaneously. ","Please describe how to determine what event(s) start at 12pm?"
"84U87","115","winter22","asynch",16,"look at all the dots plotted on x axis 12.","Please describe how to determine what event(s) start at 12pm?"
"5R5FU","114","winter22","asynch",16,"find 12pm on the bottom line (x-axis)then the line going upwards to the right will be the line where all the shifts beginning at 12 will be located. On this graph, it will be M and L.","Please describe how to determine what event(s) start at 12pm?"
"AKA30","114","winter22","asynch",16,"If a shift starts at 12pm, that is where the dot will be placed. If we are counting for a break, you count the amount of spaces over to the left to get the time the break is.","Please describe how to determine what event(s) start at 12pm?"
"5U2P3","115","winter22","asynch",16,"I look at 12pm on the X axis and then look to the points directly above ","Please describe how to determine what event(s) start at 12pm?"
"H4D06","114","winter22","asynch",16,"look for 12 on the x axis and the points on 12 start at 12","Please describe how to determine what event(s) start at 12pm?"
"3EQJ0","115","winter22","asynch",16,"If the dot is on the 12pm spot on the x-axis","Please describe how to determine what event(s) start at 12pm?"
"NU72U","114","winter22","asynch",16,"Look at the x-axis and from the 12 pm tick find any events in that region","Please describe how to determine what event(s) start at 12pm?"
"Y0KJD","113","winter22","asynch",16,"On the horizontal axis, locate the interval labeled '12 PM'. Locate the dots (representing shifts) that are aligned with this interval vertically (B and F).","Please describe how to determine what event(s) start at 12pm?"
"O8JYV","114","winter22","asynch",16,"Looking at the X axis the letter that is plotted determines what time it starts","Please describe how to determine what event(s) start at 12pm?"
"OTNWU","113","winter22","asynch",16,"Look at the x-axis, determine where 12pm is and any dots that vertically align with it begin at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"1TY3A","11111","winter22","asynch",16,"To determine what events start at 12pm, you would have to pin point the exact time on the x axis then use the diagonal line going to the right and follow it up to a marked point, the point being the shift/event that starts at that time. in this case, the event that starts at 12pm would be M and L","Please describe how to determine what event(s) start at 12pm?"
"NTFMX","11111","winter22","asynch",16,"Any dots that are on 12pm start at 12pm, and any dots that have a duration that equal to their distance in hours to the right of 12pm also start at 12pm ","Please describe how to determine what event(s) start at 12pm?"
"UDKAD","11111","winter22","asynch",16,"Looking at the 12pm tick and tracking the corners until I find event that start at the designated time (i.e. 12pm).","Please describe how to determine what event(s) start at 12pm?"
"PHZQD","11111","winter22","asynch",16,"find plot point and refer to x axis
","Please describe how to determine what event(s) start at 12pm?"
"78OYN","11111","winter22","asynch",16,"Look at the vertical dots that line up with the 12pm time slot","Please describe how to determine what event(s) start at 12pm?"
"MHFR0","11111","winter22","asynch",16,"The dots are place vertically in line with 12 pm","Please describe how to determine what event(s) start at 12pm?"
"1UMKK","11111","winter22","asynch",16,"on the x axis where 12 pm is","Please describe how to determine what event(s) start at 12pm?"
"2KQFZ","11111","winter22","asynch",16,"shifts that are on the same X-axis point as 12 PM will start at 12 PM","Please describe how to determine what event(s) start at 12pm?"
"4W5AK","11111","winter22","asynch",16,"Look for the ""12pm"" on the X axis (Time of Day axis) and move straight up until you hit a point.","Please describe how to determine what event(s) start at 12pm?"
"ZXEE1","11111","winter22","asynch",16,"the dot along the x axis","Please describe how to determine what event(s) start at 12pm?"
"3A8W2","11111","winter22","asynch",16,"I looked at the x-axis to see which lettered dot aligns with 12 pm, and followed the points of the diamonds that two triangles made when the dots were too high up or close together.","Please describe how to determine what event(s) start at 12pm?"
"C3FKR","11111","winter22","asynch",16,"The point is right appear on 12pm","Please describe how to determine what event(s) start at 12pm?"
"MAZUR","11111","winter22","asynch",16,"I just realized this on the last one, but events start on the left of the triangle, so you take the left hand hypotnuse and go upwards. So if you take this, you find M and L.","Please describe how to determine what event(s) start at 12pm?"
"QTJAD","11111","winter22","asynch",16,"To determine the event that starts at 12pm we have to observe the line that slants to the right. The dots on the line show the halfway point of that person's shift. So for this graph, we would see that M and L both start at 12pm. M has a duration of one hour and L has a duration of 7 hours.","Please describe how to determine what event(s) start at 12pm?"
"AW74X","11111","winter22","asynch",16,"I look at the x axis for 12 pm and see if any points on line up with 12 pm.","Please describe how to determine what event(s) start at 12pm?"
"7U3D3","11111","winter22","asynch",16,"It is on the bottom axis
","Please describe how to determine what event(s) start at 12pm?"
"OKJEC","11111","winter22","asynch",16,"Those with the dot at 12pm mark starts at 12pm ","Please describe how to determine what event(s) start at 12pm?"
"4N2QD","11111","winter22","asynch",16,"find 12 pm on x-axis and find the relative events above 12 pm","Please describe how to determine what event(s) start at 12pm?"
"Y15SK","11111","winter22","asynch",16,"I look at the start time at the bottom that says 12pm, and then I look at corresponding points on the graph. In this case, it wouldd be B and F.","Please describe how to determine what event(s) start at 12pm?"
"B570P","11111","winter22","asynch",16,"looking above the 12pm mark
","Please describe how to determine what event(s) start at 12pm?"
"K9F7P","11111","winter22","asynch",16,"I wrote the wrong answer, but I think that the points on the graph represent the halfway points for the shifts, so F and B should be halfway through their shifts at 12PM","Please describe how to determine what event(s) start at 12pm?"
"GT46Z","11111","winter22","asynch",16,"find 12pm on x-axis and look for points on y axis","Please describe how to determine what event(s) start at 12pm?"
"XAT3N","11111","winter22","asynch",16,"You look for 12pm on the x-axis & look from down to up the plots that start on the line.","Please describe how to determine what event(s) start at 12pm?"
"N7DH0","11111","winter22","asynch",16,"see the point on the positive slope of the line start with 12PM","Please describe how to determine what event(s) start at 12pm?"
"QLD8P","11111","winter22","asynch",16,"I believe all my answers were wrong and this is my new interpretation: To determine what events start at 12pm, you look at the 12pm point on the x-axis and see what points align on the northeast/upper-right direction. In this case, this includes M and L. Previously, I thought it would be all points that fell straight onto the 12PM mark directly up and down (being B and F).","Please describe how to determine what event(s) start at 12pm?"
"Z7AO4","11111","winter22","asynch",16,"look at which letters are above 12pm on x axis on graph","Please describe how to determine what event(s) start at 12pm?"
"L98AS","11111","winter22","asynch",16,"see the x-axis and select the points on x=12 pm.","Please describe how to determine what event(s) start at 12pm?"
"6XOP3","11111","winter22","asynch",16,"Look at the time of day axis (x-axis) and follow which point on the graph aligns with 12pm","Please describe how to determine what event(s) start at 12pm?"
"AA4UN","11111","winter22","asynch",16,"Looking at the points that intersect the line coming up to the right of 12PM.","Please describe how to determine what event(s) start at 12pm?"
"O1OA5","11111","winter22","asynch",16,"Look at northeast diagonal starting at 12pm marker on x axis","Please describe how to determine what event(s) start at 12pm?"
"ZUPS2","11111","winter22","asynch",16,"using the horizontal axis make a vertical line at 12 pm
","Please describe how to determine what event(s) start at 12pm?"
"WVPJD","11111","winter22","asynch",16,"look at x axis ","Please describe how to determine what event(s) start at 12pm?"
"8PKQF","11111","winter22","asynch",16,"To determine what shifts begin at 12pm you would find 12pm on the x axis and then follow the diagonal line to the right and see that M and L begin at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"9J5H4","11111","winter22","asynch",16,"The events that start at 12pm are the shifts that are directly vertical of the 12 pm slot of the x-axis. For example, shifts F and B start at 12 pm as they are on the point where 12 pm is on the x-axis. It would make more sense for the current shifts to be placed at the start as the beginning dots cannot end that early.","Please describe how to determine what event(s) start at 12pm?"
"ZTKAA","11111","winter22","asynch",16,"Look the curve at 12pm and correspond to the dot in that line.","Please describe how to determine what event(s) start at 12pm?"
"MXCDO","11111","winter22","asynch",16,"To determine which events start at 12pm, go to the 12 pm notch on the x axis and follow the line coming out of the right. the dots that are on that line start at 12","Please describe how to determine what event(s) start at 12pm?"
"E0XXW","11111","winter22","asynch",16,"k","Please describe how to determine what event(s) start at 12pm?"
"LO5PT","11111","winter22","asynch",16,"look what dots are on the x axis at 12 ","Please describe how to determine what event(s) start at 12pm?"
"COU7L","11111","winter22","asynch",16,"Look at the number 12 pm and go straight up. Any dot on 12 starts at 12","Please describe how to determine what event(s) start at 12pm?"
"G6J4A","11111","winter22","asynch",16,"Lunch","Please describe how to determine what event(s) start at 12pm?"
"LY8BF","11111","winter22","asynch",16,"You find 12pm on the x axis and go up the y axis and which ever points you intersect are the events that start at 12","Please describe how to determine what event(s) start at 12pm?"
"A91EM","11111","winter22","asynch",16,"see which dot has its x-coordinate on 12pm","Please describe how to determine what event(s) start at 12pm?"
"8F2W4","11111","winter22","asynch",16,"Look at the x axis and go to the line that marks 12pm, go straight up from there and you will find the events on that time period.","Please describe how to determine what event(s) start at 12pm?"
"58DU7","11111","winter22","asynch",16,"Look at the horizontal axis, and draw a vertical line that goes through 12 PM.","Please describe how to determine what event(s) start at 12pm?"
"4MKHA","11111","winter22","asynch",16,"You line up the ticks at 12 pm with the dots on the graph","Please describe how to determine what event(s) start at 12pm?"
"XTF1P","11111","winter22","asynch",16,"look at the x axis (start and end time) and see which letter corresponds to 12pm","Please describe how to determine what event(s) start at 12pm?"
"2FRZX","11111","winter22","asynch",16,"Check the start time and find the duration plotted then estimate the event start time but calculating it from the start time.
","Please describe how to determine what event(s) start at 12pm?"
"RBUFB","11111","winter22","asynch",16,"go to 12pm and follow the line that is up and to the right ","Please describe how to determine what event(s) start at 12pm?"
"D1CG5","11111","winter22","asynch",16,"look at the 12pm marker at the bottom and go upwards","Please describe how to determine what event(s) start at 12pm?"
"VO9EL","11111","winter22","asynch",16,"on the x axis where the 12pm point is is how i went about it","Please describe how to determine what event(s) start at 12pm?"
"D8S0F","11111","winter22","asynch",16,"The points that intersect the vertical line at 12PM determine which shifts start at 12PM.","Please describe how to determine what event(s) start at 12pm?"
"ADFD8","11111","winter22","asynch",16,"Event M & L start at 12pm because the start of the shift is at 12pm on x-axis.","Please describe how to determine what event(s) start at 12pm?"
"C2RXW","11111","winter22","asynch",16,"You look at the X axis (bottom axis). You look at 12 pm and go straight up. The point that line up to 12 pm (horizontally) are the shifts that start at 12 pm.","Please describe how to determine what event(s) start at 12pm?"
"QLXBA","11111","winter22","asynch",16,"you go to the 12PM on the x axis and then go up ","Please describe how to determine what event(s) start at 12pm?"
"8Z11B","11111","winter22","asynch",16,"the diagnose line helps reference where each point start and ends. ","Please describe how to determine what event(s) start at 12pm?"
"P9XXX","11111","winter22","asynch",16,"look at which are in line with 12 with 12pm and count the hours of shifts before","Please describe how to determine what event(s) start at 12pm?"
"USUB3","11111","winter22","asynch",16,"To determine what events start at 12pm, you look at 12pm on the x-axis.","Please describe how to determine what event(s) start at 12pm?"
"18WDR","11111","winter22","asynch",16,"follow line at 12 up to the right","Please describe how to determine what event(s) start at 12pm?"
"6KE0E","11111","winter22","asynch",16,"look at what dots are aligned with 12 pm
","Please describe how to determine what event(s) start at 12pm?"
