"rt","condition","q","explicit","impasse","grid","mark","ixn","question","graph","datafile","colorClick","gwidth","gheight","relation","block","time_elapsed","subject","study","session","pool","mode","exp_id","sona_id","source","correct","discriminant","tri_score","orth_score","other_score","blank_score","answer","hovered","term"
47798,"111","1","1","1","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_control",FALSE,600,600,"starttime","item_scaffold",115005,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"A","01 PM01 PMX X 4","winter22"
16193,"111","2","1","1","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_control",FALSE,600,600,"starts","item_scaffold",131300,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"E","G U ","winter22"
7798,"111","3","1","1","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_control",FALSE,600,600,"meets","item_scaffold",139197,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"Z","A C A ","winter22"
63877,"111","4","1","1","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_control",FALSE,600,600,"endtime","item_scaffold",203164,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"U","04 PMU U 04 PM04 PMU U 12 PM","winter22"
42596,"111","5","1","1","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_control",FALSE,600,600,"midpoint","item_scaffold",246012,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"U","O I O O 12 PM01 PM02 PM03 PM04 PM03 PMU U U ","winter22"
9923,"111","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",258831,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",TRUE,0,2,2,0,0,"E,G","E G E ","winter22"
12193,"111","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",271116,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,2,0,0,"B,F","F ","winter22"
54907,"111","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",326116,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"E","B L 6E I J J J X X X ","winter22"
22830,"111","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",349036,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",TRUE,0,1,1,0,0,"I","O B B 12 PM12 PMJ J J I I ","winter22"
57196,"111","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",406324,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"X","F B Z Z F X X X I X F F F F F F F F ","winter22"
6284,"111","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",412701,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,2,0,0,"B,F","","winter22"
3234,"111","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",416132,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"B","","winter22"
9797,"111","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",426021,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-0.5,1,2,0,0,"F,X","Z Z B ","winter22"
19381,"111","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",445492,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,1,0,0,"B","04 PM03 PMB B B 4","winter22"
9425,"111","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",455012,"G5HED","SGC3A","wi22sona","sona","asynch","2218","40610","limitless-plains",FALSE,-1,0,2,0,0,"E,F","","winter22"
57080,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",129459,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,0,0,0,0,1,"","C 12 PM11 AM","winter22"
37488,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",167058,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-0.0833333333333333,0,0,0,0,"J","8H D H H H D ","winter22"
32128,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",199294,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,0,0,0,0,1,"","C C ","winter22"
65784,"121","4","1","2","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_impasse",FALSE,600,600,"endtime","item_scaffold",265199,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"F","K F ","winter22"
28997,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",294508,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"K","I ","winter22"
32722,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",333024,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",TRUE,0,2,2,0,0,"E,G","989A A E E E G G 6","winter22"
54473,"121","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",387600,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-0.166666666666667,0,0,2,0,"H,K","","winter22"
29067,"121","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",416772,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-1,0,1,0,0,"E","5E ","winter22"
14857,"121","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",431729,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",TRUE,0,1,1,0,0,"I","","winter22"
18601,"121","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",450435,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",TRUE,1,1,0,0,0,"E","","winter22"
12606,"121","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",463142,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-1,0,2,0,0,"B,F","","winter22"
4812,"121","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",468059,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-1,0,1,0,0,"B","","winter22"
30530,"121","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",498686,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,0,1,1,0,0,"F","M O Z C Z ","winter22"
22603,"121","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",521391,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"M","Z H 03 PME ","winter22"
60282,"121","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",581780,"ZDA7B","SGC3A","wi22sona","sona","asynch","2218","35361","limitless-plains",FALSE,-0.583333333333333,0,1,1,0,"F,I","M X X ","winter22"
51312,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",132900,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,1,0,0,0,"F","F C F F O F A 1","winter22"
38319,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",171331,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,1,0,0,0,"K","A F 12 PMZ D ","winter22"
28028,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",199470,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",FALSE,-0.166666666666667,0,0,0,0,"A,H","008 AMC A ","winter22"
20705,"121","4","1","2","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_impasse",FALSE,600,600,"endtime","item_scaffold",220301,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"D","H 04 PM03 PM03 PM03 PM03 PM03 PM02 PM03 PM03 PM03 PMD D ","winter22"
81650,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",302064,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",FALSE,0,1,0,11,0,"O,I,X,C,J,A,H,F,K,D,U,E,Z","F I 12 PM11 AM10 AM11 AM12 PM12 PM01 PM02 PM03 PM03 PM03 PM04 PM","winter22"
9185,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",318246,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,0,2,2,0,0,"E,G","E ","winter22"
27665,"121","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",346024,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,2,0,0,0,"O,X","B X O X ","winter22"
54573,"121","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",400712,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",FALSE,-0.0833333333333333,1,1,1,0,"E,F,G","B B G G B B B B I ","winter22"
44948,"121","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",445769,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"E","N B B 02 PM","winter22"
26573,"121","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",472451,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,1,0,0,0,"E","H H C G B F 02 PM02 PMZ ","winter22"
9671,"121","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",482233,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,2,0,0,0,"L,M","","winter22"
9344,"121","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",491686,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,1,0,0,0,"G","J B F ","winter22"
14207,"121","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",506008,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,0.5,2,1,0,0,"E,F","X Z ","winter22"
10140,"121","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",516257,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,1,0,0,0,"X","05 PM04 PM03 PMX ","winter22"
17157,"121","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",533525,"5QAJA","SGC3A","wi22sona","sona","asynch","2218","43033","limitless-plains",TRUE,1,2,0,0,0,"K,X","02 PMX X ","winter22"
46571,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",124471,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-0.0833333333333333,0,0,0,0,"O","11 AM11 AM10 AM","winter22"
13487,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",138060,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-0.0833333333333333,0,0,0,0,"J","D 8D D ","winter22"
36850,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",175011,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"K","Z C C C C C C 12 PM","winter22"
16101,"121","4","1","2","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_impasse",FALSE,600,600,"endtime","item_scaffold",191214,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,0.916666666666667,1,0,1,0,"H,B","F 04 PM04 PM04 PMB B B ","winter22"
36092,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",227614,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,0.833333333333333,1,0,2,0,"A,F,G","U U I I I 12 PMA A A ","winter22"
9013,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",241617,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",TRUE,0,2,2,0,0,"E,G","11 AM11 AM","winter22"
49908,"121","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",291625,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,0.916666666666667,2,0,1,0,"M,O,X","I I M J J J O O O X X X O O O O X M ","winter22"
126887,"121","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",418610,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-1.16666666666667,0,1,2,0,"E,I,J","B B B M B L B I I I J C O H H B B 12 PM12 PM12 PM11 AM12 PMB B B B B B 01 PMM M B B E F X ","winter22"
23319,"121","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",442194,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",TRUE,0,1,1,0,0,"I","F J I B ","winter22"
25308,"121","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",467593,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"Z","F F F G F F F Z O B B F F F B ","winter22"
13135,"121","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",480893,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-1,0,2,0,0,"B,F","12 PM01 PM12 PM12 PM12 PM","winter22"
10211,"121","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",491205,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-1,0,1,0,0,"B","8F F B B ","winter22"
41418,"121","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",532720,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",FALSE,-0.25,0,0,3,0,"H,L,P","7Z N N Z Z L H H H H H L P Z Z H ","winter22"
10507,"121","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",543324,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",TRUE,1,1,0,0,0,"X","04 PM03 PMX ","winter22"
17997,"121","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",561423,"HV8ZE","SGC3A","wi22sona","sona","asynch","2218","34583","limitless-plains",TRUE,1,2,0,0,0,"K,X","Z Z 02 PM02 PM","winter22"
38809,"111","1","1","1","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_control",FALSE,600,600,"starttime","item_scaffold",109054,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-1,0,1,0,0,"A","","winter22"
10647,"111","2","1","1","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_control",FALSE,600,600,"starts","item_scaffold",119809,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-1,0,1,0,0,"E","D D E ","winter22"
53555,"111","3","1","1","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_control",FALSE,600,600,"meets","item_scaffold",173478,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.25,0,0,2,0,"A,U,B","H C A A C ","winter22"
13080,"111","4","1","1","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_control",FALSE,600,600,"endtime","item_scaffold",186670,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.166666666666667,0,0,2,0,"D,E","05 PM","winter22"
61336,"111","5","1","1","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_control",FALSE,600,600,"midpoint","item_scaffold",248224,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,0.916666666666667,1,0,1,0,"O,K","I I I I I O O O O I I O I I O O O O F I 12 PM12 PM","winter22"
7121,"111","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",261254,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",TRUE,0,2,2,0,0,"E,G","","winter22"
34787,"111","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",296158,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-1,0,2,0,0,"B,F","C C B B ","winter22"
37407,"111","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",333669,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"I","B I B B B ","winter22"
22266,"111","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",356035,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.0833333333333333,1,1,1,0,"I,O","J J I ","winter22"
10159,"111","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",366298,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"B","","winter22"
7866,"111","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",374270,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-1,0,2,0,0,"B,F","","winter22"
5564,"111","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",379937,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-1,0,1,0,0,"B","","winter22"
47583,"111","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",427623,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.166666666666667,0,0,2,0,"L,P","","winter22"
31571,"111","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",459297,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"O","J 03 PM11 AM03 PMG E ","winter22"
22610,"111","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",482021,"04YXZ","SGC3A","wi22sona","sona","asynch","2218","27149","limitless-plains",FALSE,-0.166666666666667,0,0,2,0,"C,G","X X C C ","winter22"
52798,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",96839,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.166666666666667,0,0,0,0,"O,A","","winter22"
7035,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",103978,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,0,0,"J","","winter22"
19668,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",123748,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",TRUE,1,1,0,0,0,"F","","winter22"
26147,"121","4","1","2","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_impasse",FALSE,600,600,"endtime","item_scaffold",149999,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"U","G G G K H U ","winter22"
5335,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",155440,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"F","","winter22"
8629,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",167387,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",TRUE,0,2,2,0,0,"E,G","","winter22"
28613,"121","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",196106,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-1,0,2,0,0,"B,F","F F F F F F 5","winter22"
31222,"121","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",227432,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-1,0,1,0,0,"E","O X X B ","winter22"
3865,"121","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",231397,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"F","","winter22"
34344,"121","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",265842,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-1,0,1,0,0,"X","","winter22"
7833,"121","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",273772,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-1,0,2,0,0,"B,F","J J M M B B F ","winter22"
7748,"121","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",281616,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-1,0,1,0,0,"B","8F ","winter22"
35676,"121","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",317393,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"H","","winter22"
2094,"121","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",319588,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"O","","winter22"
2259,"121","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",321954,"8C6B0","SGC3A","wi22sona","sona","asynch","2218","41662","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"I","","winter22"
108212,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",158643,"X7HS7","SGC3A","wi22sona","sona","asynch","2218","38737","limitless-plains",FALSE,0,0,0,0,1,"","11 AM01 PM01 PMF ","winter22"
88452,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",247506,"X7HS7","SGC3A","wi22sona","sona","asynch","2218","38737","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"C","10D 04 PM03 PM02 PM01 PM12 PM11 AM11 AM10 AM06 PM04 PM03 PM02 PM01 PM12 PM11 AM10 AM09 AM08 AMA 10 AM12 PMA 12 PM11 AM10 AM09 AM08 AM","winter22"
29655,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",277641,"X7HS7","SGC3A","wi22sona","sona","asynch","2218","38737","limitless-plains",FALSE,-0.0833333333333333,0,0,0,0,"A","3C 12 PMA ","winter22"
