"subject","condition","pretty_condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"67XMW","113","Tri-Sparse","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on most questions","3","2","3","","",5.98255,"1","chrome","1440","698","online-replication",-1.08141760200584,9.16425339366516,-0.723173884938591,0,0,0,0,-11.5,0,3.57913333333333,16.5190769230769,3.654,37.1,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",13.76,0,-0.5,"?",37.1,0,"Orthogonal",11.596,0,"?",7.897,0,-4.5,1.67383333333333,0,-7,1.9053
"6DN76","113","Tri-Sparse","spring18","lab-synch","Female",18,"English","First","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",8.73113333333333,"NULL","NULL","NULL","NULL","laboratory",2.00900129282482,7.29699148890325,1.00231631113984,0,0,2,2,-7.5,0.153846153846154,4.2391,19.5650769230769,5.661,41.473,2,8,0,0,3,0,3,0,0,-1,"Orthogonal",21.302,1,1,"Triangular",11.57,0,"Orthogonal",24.817,1,"Triangular",17.73,1,-2.5,1.74338333333333,1,-5,2.49571666666667
"6G1ZR","111","Orth-Full","fall17","lab-synch","Female",20,"English","Third","US","NULL","NULL","NULL","NULL","NULL","NULL",8.32168333333333,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,5.4033,24.9383076923077,10.544,39.796,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",30.915,0,-1,"Orthogonal",39.796,0,"Orthogonal",26.394,0,"Orthogonal",38.669,0,-5,2.15533333333333,0,-7.5,3.24796666666667
"6G4E2","114","Orth-Sparse","winter22","asynch","Female",18,"English","First","United States of America","I tried my best on most questions","4","3","3","What made it most difficult is the amount of distraction in the graph. But overall, i think it was good. ","none",9.61531666666667,"1","chrome","1200","752","online-replication",1.06831501831502,8.03092006033182,0.639221073044602,0,0,2,2,-8,0.153846153846154,6.24076666666667,28.8035384615385,7.355,70.529,2,9,0,0,2,0,2,0,0,-1,"Orthogonal",17.803,1,1,"Triangular",14.306,0,"Orthogonal",18.441,0,"?",45.08,1,-3,1.95056666666667,1,-5,4.2902
"6G6HE","114","Orth-Sparse","winter22","asynch","Female",21,"English","Third","United States","I tried my best on each question","3","3","4","Sometimes the lines on the graph can be confusing.","No",11.72605,"1","chrome","1440","821","online-replication",-0.456417602005837,7.65105311355311,-0.524927278603749,0,1,0,0,-10,0,7.62296666666667,35.1829230769231,6.133,131.046,0,8,0,0,5,0,4,1,0,-1,"Orthogonal",41.654,0,-0.5,"?",61.345,0,"Orthogonal",18.99,0,"?",131.046,0,-4.5,2.59555,0,-5.5,5.02741666666667
"6JR8O","115","Orth-Grid","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","2","4","5","","N/A",11.8231166666667,"1","chrome","1419","705","online-replication",9.58141025641026,-0.107175177763413,7.01831501831502,0,0,9,9,8.5,0.692307692307692,7.144,32.9723076923077,9.076,79.527,9,1,2,0,1,2,1,0,0,-1,"Orthogonal",79.527,1,1,"Triangular",24.699,0,"Tversky",69.502,1,"Triangular",14.25,3,2.5,3.36075,6,6,3.78325
"6KE0E","111","Orth-Full","winter22","asynch","Female",20,"Spanish","Third","US","I tried my best on each question","3","2","5","","i have adhd lol i get distracted with the lines ",8.01836666666667,"1","chrome","1440","789","online-replication",0.650562917474682,4.98914835164835,0.403644149967679,0,0,1,1,-6,0.0769230769230769,4.38533333333333,20.24,5.206,40.515,1,5,1,0,6,1,5,1,0,-1,"Orthogonal",35.28,1,1,"Triangular",28.313,0,"Orthogonal",18.744,0,"?",14.804,1,-1,1.92326666666667,0,-5,2.46206666666667
"6KL2R","115","Orth-Grid","winter22","asynch","Female",22,"Mandarin","Fourth","China","I tried my best on most questions","3","4","2","no","",14.3551,"1","chrome","1440","732","online-replication",-0.36134184443008,10.4375,-0.587427278603749,0,1,0,0,-11.5,0,10.5463666666667,48.6755384615385,10.021,172.652,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",19.826,0,0,"reference",172.652,0,"Orthogonal",21.375,0,"Orthogonal",38.197,0,-4,5.08558333333333,0,-7.5,5.46078333333333
"6XOP3","111","Orth-Full","winter22","asynch","Male",21,"English","Third","United States","I tried my best on most questions","3","4","4","","No",12.3264166666667,"1","chrome","1680","879","online-replication",2.14282482223659,11.2939102564103,0.276826115061409,0,0,2,2,-7.5,0.153846153846154,8.86853333333333,40.9316923076923,9.597,99.346,2,10,0,0,1,1,0,0,0,-1,"Orthogonal",35.295,1,1,"Triangular",99.346,0,"Orthogonal",21.49,0,"Orthogonal",55.042,1,-3,4.04996666666667,1,-4.5,4.81856666666667
"6Y93F","111","Orth-Full","spring18","lab-synch","Male",22,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",17.8723333333333,"NULL","NULL","NULL","NULL","laboratory",0.270963350375115,11.1794871794872,-1.01438267614738,0,0,0,0,-12,0,14.2038,65.556,21.803,129.807,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",102.636,0,-0.5,"?",129.807,0,"Orthogonal",37.869,0,"Orthogonal",83.324,0,-4,6.49718333333333,0,-8,7.70661666666667
"702QC","113","Tri-Sparse","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on most questions","2","3","2","","",4.06988333333333,"1","chrome","1440","764","online-replication",0.960897435897436,3.10105311355311,2.53021978021978,0,0,2,2,-1,0.153846153846154,2.20876666666667,10.1943076923077,2.587,18.698,2,3,3,0,5,3,3,2,0,0.5,"Tversky",9.016,1,1,"Triangular",14.304,0,"Orthogonal",16.577,1,"Triangular",6.313,1,2.5,0.9218,1,-3.5,1.28696666666667
"7116F","113","Tri-Sparse","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","3","2","3","","",10.35535,"1","chrome","1536","722","online-replication",-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,6.04091666666667,27.8811538461538,7.488,68.135,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",68.135,0,0,"blank",60.3,0,"Orthogonal",13.689,0,"Orthogonal",31.565,0,-4,3.52421666666667,0,-8,2.5167
"73N5W","113","Tri-Sparse","spring18","lab-synch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.2853833333333,"NULL","NULL","NULL","NULL","laboratory",-0.431417602005837,12,-0.069327731092437,0,1,0,0,-12,0,5.34875,24.6865384615385,7.162,53.404,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",16.885,0,-1,"Orthogonal",35.414,0,"Orthogonal",11.714,0,"Orthogonal",32.469,0,-4,2.4286,0,-8,2.92015
"781AU","111","Orth-Full","spring18","lab-synch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",16.52815,"NULL","NULL","NULL","NULL","laboratory",-0.444675177763413,8.77083333333333,0.749582525317819,0,1,0,0,-8.5,0,10.8264666666667,49.9683076923077,9.476,139.274,0,9,2,0,2,2,1,1,0,-1,"Orthogonal",18.289,0,0,"reference",139.274,0,"Orthogonal",51.633,0,"Orthogonal",80.938,0,-2.5,5.21021666666667,0,-6,5.61625
"78OYN","111","Orth-Full","winter22","asynch","Female",23,"English","Fourth","USA","I tried my best on each question","5","2","3","This was hard for me and I found myself re-reading the questions a lot to try and make sure I was looking at the correct parts of the graph","I have Dyslexia ",12.2325666666667,"1","chrome","1440","776","online-replication",-0.36134184443008,6.14464285714286,-0.587427278603749,0,0,0,0,-8.5,0,6.7338,31.0790769230769,10.209,72.117,0,6,0,0,7,0,5,2,0,-1,"Orthogonal",31.274,0,0,"blank",72.117,0,"Orthogonal",21.631,0,"?",17.532,0,-2.5,2.99746666666667,0,-6,3.73633333333333
"79G0L","114","Orth-Sparse","summer22","asynch","Male",18,"English","Second","USA","I tried my best on most questions","4","3","3","","no",7.00191666666667,"1","chrome","1440","764","online-replication",0.63865815556992,5.96365815556992,-0.664350355526826,0,0,0,1,-8,0.0769230769230769,3.9773,18.3567692307692,4.773,48.819,1,6,0,0,6,0,6,0,0,-1,"Orthogonal",16.154,1,1,"Triangular",48.819,0,"?",9.707,0,"?",5.621,1,-3,2.30663333333333,0,-5,1.67066666666667
"7BBEU","115","Orth-Grid","summer22","asynch","Female",21,"English","Fourth","usa","I tried my best on each question","1","4","3","","",4.97611666666667,"1","chrome","1504","860","online-replication",-1.19768368886016,4.9484243697479,-0.847931480284421,0,0,0,0,-8.5,0,2.76826666666667,12.7766153846154,4.087,27.671,0,6,0,0,7,0,5,2,0,-1,"Orthogonal",27.671,0,0,"blank",11.881,0,"Orthogonal",25.062,0,"Orthogonal",18.37,0,-2.5,1.20561666666667,0,-6,1.56265
"7D8TQ","111","Orth-Full","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on most questions","3","3","2","","",12.6243666666667,"1","chrome","1370","715","online-replication",-0.538993359581595,12.4230769230769,-0.229584141348847,0,0,0,0,-12.5,0,9.98265,46.0737692307692,8.084,121.886,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",55.247,0,-1,"Orthogonal",121.886,0,"Orthogonal",25.594,0,"Orthogonal",105.56,0,-5,4.0498,0,-7.5,5.93285
"7EO1O","115","Orth-Grid","summer22","asynch","Female",20,"English","Third","United States","I tried my best on each question","4","3","4","","",14.7690666666667,"1","chrome","1620","937","online-replication",-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,10.1410833333333,46.805,5.62,130.336,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",19.561,0,-1,"Orthogonal",130.336,0,"Orthogonal",30.045,0,"Orthogonal",108.985,0,-5,4.23648333333333,0,-7.5,5.9046
"7FMA3","115","Orth-Grid","winter22","asynch","Other-Not Listed",19,"Mandarin","Second","Taiwan","I tried my best on most questions","4","4","4","n/a","n/a",4.86015,"1","chrome","1440","769","online-replication",0.108896250808016,1.18865815556992,1.79580101271278,0,0,1,1,-2.5,0.0769230769230769,1.91308333333333,8.82961538461539,2.142,21.452,1,2,3,0,7,3,6,1,0,-1,"Orthogonal",9.107,1,1,"Triangular",21.452,0,"Orthogonal",17.582,0,"blank",2.877,1,0.5,1.16955,0,-3,0.743533333333333
"7JFQ2","111","Orth-Full","winter22","asynch","Female",20,"X-Other","First","Malaysia","I tried my best on most questions","4","3","2","","",5.68453333333333,"1","chrome","1440","789","online-replication",0.901810689310689,4.72080101271278,1.9517210730446,0,0,2,2,-5.5,0.153846153846154,3.17838333333333,14.6694615384615,5.49,26.989,2,6,1,0,4,1,4,0,0,-1,"Orthogonal",17.381,0,-0.5,"?",26.989,0,"Tversky",26.194,0,"Orthogonal",16.318,0,-4,1.2457,2,-1.5,1.93268333333333
"7KD25","115","Orth-Grid","winter22","asynch","Male",18,"Mandarin","First","Taiwan","I tried my best on each question","3","4","3","","",9.72711666666667,"1","chrome","1440","695","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.97278333333333,32.1820769230769,3.547,90.078,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",44.424,0,-1,"Orthogonal",90.078,0,"Orthogonal",21.549,0,"Orthogonal",40.146,0,-5,3.44478333333333,0,-8,3.528
"7L4J4","111","Orth-Full","fall17","lab-synch","Female",20,"Other","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.78185,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,9.53765,44.0199230769231,9.137,161.121,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",43.481,0,-0.5,"?",161.121,0,"Orthogonal",31.043,0,"Orthogonal",82.157,0,-4.5,4.98828333333333,0,-8,4.54936666666667
"7LZSC","113","Tri-Sparse","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on each question","4","3","5","The graph was in a very interesting format. I did not understand how to read the data plotted by this unique graph until about 1/3 through.","",29.3514,"3","chrome","1920","969","online-replication",8.61355311355311,1.35949148890325,4.21520146520147,0,0,6,9,6,0.692307692307692,17.72715,81.8176153846154,15.945,279.733,9,2,0,0,2,0,2,0,0,-1,"Orthogonal",91.525,1,1,"Triangular",279.733,1,"Triangular",122.315,1,"Triangular",16.104,1,-2,10.88835,8,8,6.8388
"7OSP4","111","Orth-Full","winter22","asynch","Female",18,"Mandarin","First","china","I tried my best on most questions","4","2","3","I am a little confused about the chart","",13.8653166666667,"1","chrome","1440","789","online-replication",-0.397594072594073,9.85714285714286,0.0338962508080155,0,0,0,0,-11.5,0,8.74715,40.3714615384615,9.995,91.557,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",50.545,0,-1,"Orthogonal",91.557,0,"Orthogonal",17.548,0,"Orthogonal",40.973,0,-5,3.67891666666667,0,-6.5,5.06823333333333
"7SHKW","115","Orth-Grid","winter22","asynch","Female",21,"Spanish","Third","US","I tried my best on each question","2","4","2","","no",9.18088333333333,"1","chrome","1437","692","online-replication",-0.461179506767742,10.9230769230769,-0.158855850032321,0,0,0,0,-11.5,0,6.42403333333333,29.6493846153846,8.998,93.453,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",9.681,0,0.5,"Tversky",93.453,0,"Orthogonal",26.075,0,"Orthogonal",35.73,0,-3.5,2.75883333333333,0,-8,3.6652
"7U3D3","111","Orth-Full","winter22","asynch","Male",18,"English","First","United States","I tried my best on each question","4","4","2","","",6.20091666666667,"1","chrome","1792","1009","online-replication",-0.452250935339171,11.4230769230769,-0.664350355526826,0,0,0,0,-12.5,0,4.17091666666667,19.2503846153846,5.012,72.36,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",13.584,0,-0.5,"?",42.947,0,"Orthogonal",13.833,0,"Orthogonal",5.777,0,-4.5,1.51678333333333,0,-8,2.65413333333333
"7VQV2","113","Tri-Sparse","spring18","lab-synch","Female",19,"Other","Second","Iran","NULL","NULL","NULL","NULL","NULL","NULL",10.5411,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,7.62173333333333,35.1772307692308,6.84,173.42,13,0,0,0,0,0,0,0,1,1,"Triangular",173.42,1,1,"Triangular",22.294,1,"Triangular",44.434,1,"Triangular",19.174,5,5,3.86796666666667,8,8,3.75376666666667
"82VBY","115","Orth-Grid","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","3","4","4","differentiating the color of the points/text from the grid would be helpful visually!","no",12.5877166666667,"1","chrome","1439","726","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.29101666666667,42.8816153846154,6.648,137.297,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",8.59,0,-1,"Orthogonal",116.99,0,"Orthogonal",14.282,0,"Orthogonal",137.297,0,-5,3.70438333333333,0,-8,5.58663333333333
"83M4S","114","Orth-Sparse","winter22","asynch","Female",21,"English","Third","United States","I tried my best on most questions","4","3","4","maybe help a little on how to read the graph :( I struggles for the first bit and then started to understand halfway through. Although I suppose that might be your DV","",11.9796833333333,"1.5","chrome","1517","685","online-replication",10.5681818181818,-0.917431588019823,8.01282051282051,0,0,11,11,11,0.846153846153846,6.48655,29.9379230769231,7.015,71.928,11,0,1,0,1,1,1,0,1,1,"Triangular",60.081,0,-0.5,"?",71.928,1,"Triangular",44.022,1,"Triangular",32.741,3,3,3.33195,8,8,3.1546
"843Q3","114","Orth-Sparse","summer22","asynch","Female",23,"English","Fifth","United States","I tried my best on each question","3","4","5","n/a","no",9.0311,"1","chrome","1792","1041","online-replication",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,5.17531666666667,23.8860769230769,6.782,95.19,13,0,0,0,0,0,0,0,1,1,"Triangular",95.19,1,1,"Triangular",15.865,1,"Triangular",30.22,1,"Triangular",13.207,5,5,2.48491666666667,8,8,2.6904
"84PZL","115","Orth-Grid","winter22","asynch","Female",26,"Spanish",NA,"United States","I tried my best on each question","3","4","4","This was relatively quick and I enjoyed that.","adhd?",24.7965166666667,"2","chrome","1504","892","online-replication",-0.157608078196313,10.5208333333333,-0.230284421460892,0,0,0,0,-12,0,19.2799,88.9841538461538,15.981,182.07,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",36.555,0,-1,"Orthogonal",132.331,0,"Orthogonal",39.895,0,"Orthogonal",118.968,0,-4.5,7.90375,0,-7.5,11.37615
"84U87","115","Orth-Grid","winter22","asynch","Female",20,"Spanish","Third","USA","I tried my best on each question","3","3","2","i was confused at first and then i understood it half way through ","no",11.5388666666667,"1","chrome","1200","752","online-replication",0.238062917474682,8.33333333333333,0.365653953889248,0,0,0,0,-8.5,0,7.89571666666667,36.4417692307692,6.183,90.914,0,8,1,0,4,1,2,2,0,-1,"Orthogonal",10.967,0,0,"blank",31.459,0,"frenzy",65.608,0,"Orthogonal",49.611,0,-2,1.62633333333333,0,-6.5,6.26938333333333
"8AUHN","114","Orth-Sparse","winter22","asynch","Female",19,"English","Second","US","I tried my best on each question","2","2","5","","no",11.99475,"1","chrome","1440","789","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.5221,34.7173846153846,10.764,63.239,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",16.579,0,-1,"Orthogonal",49.354,0,"Orthogonal",19.796,0,"Orthogonal",62.432,0,-5,2.98958333333333,0,-8,4.53251666666667
"8DH5Q","113","Tri-Sparse","winter22","asynch","Female",22,"English","Fourth","U.S.","I tried my best on each question","2","3","3","","No",12.0233833333333,"1","chrome","1349","738","online-replication",-0.657608078196314,11.9230769230769,-0.866031027795734,0,0,0,0,-12.5,0,8.12215,37.4868461538462,7.523,119.871,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",12.905,0,-0.5,"?",119.871,0,"Orthogonal",19.501,0,"Orthogonal",45.664,0,-4.5,3.74353333333333,0,-8,4.37861666666667
"8F2W4","111","Orth-Full","winter22","asynch","Female",19,"English","Second","US","I tried my best on each question","2","4","5","","No",13.9369333333333,"1","chrome","1182","788","online-replication",-0.605660026248262,12.9230769230769,-0.229584141348847,0,0,0,0,-13,0,10.4722,48.3332307692308,8.562,197.148,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",30.888,0,-1,"Orthogonal",197.148,0,"Orthogonal",22.829,0,"Orthogonal",87.833,0,-5,5.59798333333333,0,-8,4.87421666666667
"8FE87","113","Tri-Sparse","spring18","lab-synch","Male",19,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.4050666666667,"NULL","NULL","NULL","NULL","laboratory",-0.455927405927406,12,-0.0874272786037492,0,0,0,0,-12,0,9.40175,43.3926923076923,9.661,128.177,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",48.589,0,-1,"Orthogonal",73.135,0,"Orthogonal",21.159,0,"Orthogonal",28.166,0,-5,4.33641666666667,0,-7,5.06533333333333
"8LE2N","115","Orth-Grid","summer22","asynch","Female",22,"English","Fourth","usa","I tried my best on each question","2","4","4","","",7.30835,"1","chrome","1440","796","online-replication",-0.452250935339171,11.4230769230769,-0.664350355526826,0,0,0,0,-12.5,0,5.24093333333333,24.1889230769231,4.866,64.863,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",11.348,0,-0.5,"?",64.863,0,"Orthogonal",16.014,0,"Orthogonal",30.672,0,-4.5,2.26016666666667,0,-8,2.98076666666667
"8LGZ4","111","Orth-Full","spring18","lab-synch","Male",21,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.0189666666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.4411764705882,-0.146250808015514,0,0,0,0,-12.5,0,10.35565,47.7953076923077,13.202,90.134,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",52.822,0,-1,"Orthogonal",90.134,0,"Orthogonal",31.523,0,"Orthogonal",49.454,0,-5,4.36541666666667,0,-7.5,5.99023333333333
"8PKQF","111","Orth-Full","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","3","5","4","","no",13.90035,"1.5","chrome","1536","722","online-replication",10.7897435897436,0.471396250808016,7.01831501831502,0,0,11,11,9.5,0.846153846153846,7.70426666666667,35.5581538461538,6.949,119.959,11,1,0,0,1,0,1,0,0,-1,"Orthogonal",119.959,1,1,"Triangular",27,1,"Triangular",57.163,1,"Triangular",13.706,4,3,4.40981666666667,7,6.5,3.29445
"8PO0A","115","Orth-Grid","summer22","asynch","Male",32,"English","Fourth","United States","I tried my best on each question","3","3","2","The graphs diamond shaped gridlines made the task harder, standard square gridlines would have make it easier to answer the harder questions","No",10.3706,"1","chrome","1920","969","online-replication",0.647586726998492,9.92307692307692,-0.651745313510019,0,0,1,1,-9,0.0769230769230769,5.57911666666667,25.7497692307692,6.081,60.602,1,10,0,0,2,0,0,2,0,-1,"Orthogonal",20.23,1,1,"Triangular",15.299,0,"Orthogonal",12.687,0,"Orthogonal",60.602,1,-1,1.80641666666667,0,-8,3.7727
"8U980","113","Tri-Sparse","spring18","lab-synch","Female",18,"Other","First","South Korea","NULL","NULL","NULL","NULL","NULL","NULL",11.5346,"NULL","NULL","NULL","NULL","laboratory",-0.688993359581595,9.67724358974359,0.610159448394743,0,0,0,0,-9,0,7.65426666666667,35.3273846153846,12.737,118.386,0,9,2,0,2,2,2,0,0,-1,"Orthogonal",24.653,0,0.5,"Tversky",31.912,0,"Orthogonal",50.653,0,"Orthogonal",43.152,0,-1.5,1.82666666666667,0,-7.5,5.8276
"8V2SA","113","Tri-Sparse","winter22","asynch","Female",19,"English","Second","US","I tried my best on each question","2","4","5","","no",8.30923333333333,"1","chrome","1440","821","online-replication",12.8397435897436,-0.707175177763413,8.58974358974359,0,0,11,11,12,0.846153846153846,4.17796666666667,19.2829230769231,5.963,62.677,11,0,2,0,0,2,0,0,0,0.5,"Tversky",26.805,1,1,"Triangular",14.837,1,"Triangular",26.646,1,"Triangular",14.286,3,4,1.65023333333333,8,8,2.52773333333333
"8V51R","111","Orth-Full","fall17","lab-synch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",14.26815,"NULL","NULL","NULL","NULL","laboratory",-0.577250935339171,11.875,-0.208750808015514,0,0,0,0,-12.5,0,7.85155,36.2379230769231,10.142,91.909,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",23.958,0,-1,"Orthogonal",91.909,0,"Orthogonal",16.185,0,"Orthogonal",53.057,0,-5,3.77548333333333,0,-7.5,4.07606666666667
"8XBVF","113","Tri-Sparse","spring18","lab-synch","Male",19,"English","First","\n\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",10.4200666666667,"NULL","NULL","NULL","NULL","laboratory",9.75641025641026,1.52615815556992,5.77472527472527,0,0,10,10,8.5,0.769230769230769,5.15763333333333,23.8044615384615,6.77,70.234,10,2,1,0,0,1,0,0,0,-1,"Orthogonal",13.635,1,1,"Triangular",12.92,1,"Triangular",50.244,1,"Triangular",17.887,2,0.5,2.07123333333333,8,8,3.0864
"8Z11B","111","Orth-Full","winter22","asynch","Female",23,"Mandarin","Third","China","I tried my best on each question","3","3","3","n/a","n/a
",6.96193333333333,"1","chrome","1920","1089","online-replication",10.6619047619048,0.388062917474682,8.08974358974359,0,0,11,11,10.5,0.846153846153846,3.94125,18.1903846153846,6.514,49.299,11,1,1,0,0,1,0,0,1,1,"Triangular",17.187,1,1,"Triangular",23.326,1,"Triangular",21.852,1,"Triangular",19.543,4,4.5,1.54885,7,6,2.3924
"8ZQ3O","114","Orth-Sparse","summer22","asynch","Female",18,"Spanish","Second","Mexico","I tried my best on each question","5","1","1","","no",7.98966666666667,"2","chrome","1792","1041","online-replication",0.48865815556992,4.28032482223659,-0.00552682611506143,0,0,1,1,-5.5,0.0769230769230769,4.31663333333333,19.9229230769231,4.912,61.603,1,5,2,0,5,2,5,0,0,-1,"Orthogonal",16.684,1,1,"Triangular",13.665,0,"Orthogonal",23.019,0,"Tversky",11.909,1,-1,1.31226666666667,0,-4.5,3.00436666666667
"93XU7","113","Tri-Sparse","spring18","lab-synch","Female",22,"English","Third","America","NULL","NULL","NULL","NULL","NULL","NULL",10.7812833333333,"NULL","NULL","NULL","NULL","laboratory",-0.14362940980588,3.11197748330101,5.01117216117216,0,0,1,1,-2.5,0.0769230769230769,5.32325,24.5688461538462,9.865,51.956,1,3,4,0,5,4,5,0,0,0.5,"Tversky",51.956,0,0.5,"Tversky",16.028,0,"Orthogonal",44.931,1,"Triangular",17.253,0,1.5,2.11585,1,-4,3.2074
"93YLJ","113","Tri-Sparse","spring18","lab-synch","Female",23,"Mandarin or Cantonese","Fourth","Hong Kong","NULL","NULL","NULL","NULL","NULL","NULL",10.4283666666667,"NULL","NULL","NULL","NULL","laboratory",10.2590909090909,0.42615815556992,7.42307692307692,0,0,9,9,9,0.692307692307692,8.1614,37.668,10.022,83.298,9,0,1,0,3,2,2,0,1,1,"Triangular",21.458,0,-0.5,"?",44.814,1,"Triangular",56.794,1,"Triangular",83.298,3,3,2.5332,6,6,5.6282
"94K5U","114","Orth-Sparse","winter22","asynch","Female",23,"English","Fourth","United States","I tried my best on most questions","4","3","4","I liked it though it was kinda confusing and difficult but it was the perfect amount of time","",8.45308333333333,"1","chrome","1440","789","online-replication",0.558301012712777,10.3708333333333,0.332215578539108,0,0,0,0,-10,0,4.93791666666667,22.7903846153846,6.237,44.774,0,10,0,0,3,1,1,1,0,-1,"Orthogonal",18.972,0,0,"blank",20.839,0,"Orthogonal",29.315,0,"Orthogonal",21.071,0,-4,1.7803,0,-6,3.15761666666667
"94NZK","113","Tri-Sparse","spring18","lab-synch","Female",22,"English","Fifth","United States","NULL","NULL","NULL","NULL","NULL","NULL",13.8580333333333,"NULL","NULL","NULL","NULL","laboratory",1.71008672699849,7.71425339366516,0.410754686489981,0,1,2,2,-7,0.153846153846154,8.75408333333333,40.4034615384615,8.639,91.088,2,8,0,0,3,0,2,1,0,-1,"Orthogonal",74.149,1,1,"Triangular",27.016,0,"Orthogonal",21.444,0,"Orthogonal",39.847,2,-1,4.95398333333333,0,-6,3.8001
"95CJ3","115","Orth-Grid","winter22","asynch","Female",18,"Cantonese","First","United States","I tried my best on each question","3","2","4","","No",10.9447333333333,"1","chrome","1512","834","online-replication",-0.598084268672504,10.8230769230769,-0.389840551605257,0,0,0,0,-11,0,7.58198333333333,34.9937692307692,4.194,105.57,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",7.078,0,-0.5,"?",66.121,0,"Orthogonal",23.157,0,"Orthogonal",39.128,0,-3,2.74088333333333,0,-8,4.8411
"9BBMD","111","Orth-Full","spring18","lab-synch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.6271166666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.37408333333333,34.0342307692308,7.066,95.222,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",17.959,0,-1,"Orthogonal",95.222,0,"Orthogonal",25.158,0,"Orthogonal",47.246,0,-5,3.1859,0,-8,4.18818333333333
