"subject","study","condition","pretty_condition","session","exp_id","sona_id","pool","mode","attn_check","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","totaltime_m"
"KPV5Q","SGC4A","115","Orth-Grid","su22sona","2217","42741","sona","asynch","TRUE","I tried my best on each question",1,5,5,"I think so far so good, don't have any other suggestions so far",21,"China","Mandarin","Third","Social Sciences (incl. CogSci)","Female","No","chrome",1440,732,"Mac OS","2022-07-27T07:13:25.491Z","success","summer22",2,11,11.4181666666667
"55ZBV","SGC4A","115","Orth-Grid","su22sona","2217","35996","sona","asynch","FALSE","I tried my best on each question",5,1,2,"",22,"Vietnam","X-Other","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,761,"Mac OS","2022-08-04T17:53:48.381Z","success","summer22",1,0,2.52901666666667
"0EBNN","SGC4A","114","Orth-Sparse","su22sona","2218","32887","sona","asynch","TRUE","I tried my best on each question",2,4,4,"",23,"United States","X-Other","Fifth","Social Sciences (incl. CogSci)","Female","","chrome",2240,1181,"Mac OS","2022-07-21T02:40:03.857Z","success","summer22",1,0,21.5342166666667
"Y9Z0T","SGC4A","113","Tri-Sparse","suProlific","62cb7ab9939887df5ae4c784","5d1d13c26ce490001692baa2","sona","asynch","TRUE","I tried my best on each question",5,3,2,"Marking where shift end in another color would be significantly less confusing.",34,"USA","English","Fourth","Fine Arts","Female","none","chrome",1536,746,"Windows 10","2022-07-12T19:57:25.636Z","success","summer22",2,1,15.4919833333333
"ASKL1","SGC4A","114","Orth-Sparse","su22sona","2218","44488","sona","asynch","TRUE","I tried my best on each question",1,5,5,"",21,"United States","X-Other","Fourth","Biomedical & Health Sciences","Male","No","chrome",1410,821,"Chrome OS","2022-07-25T06:20:22.923Z","success","summer22",1,12,15.5803666666667
"A1O0X","SGC4A","115","Orth-Grid","su22sona","2217","39470","sona","asynch","TRUE","I tried my best on each question",2,4,1,"",23,"US","English","Fifth","Social Sciences (incl. CogSci)","Male","","chrome",1920,977,"Windows 10","2022-07-26T07:07:37.996Z","success","summer22",2,1,5.04991666666667
"NJFJ9","SGC4A","114","Orth-Sparse","su22sona","2217","44507","sona","asynch","FALSE","I started out trying hard, but gave up at some point",3,3,3,"",19,"China","Mandarin","Second","Humanities","Female","","chrome",1440,821,"Mac OS","2022-07-27T20:55:58.651Z","success","summer22",1,0,1.76445
"ZSZE0","SGC4A","113","Tri-Sparse","su22sona","2217","44286","sona","asynch","FALSE","I tried my best on each question",5,2,1,"",26,"us","English","Third","Social Sciences (incl. CogSci)","Other-Not Listed","no","chrome",1536,754,"Windows 10","2022-07-27T20:32:10.631Z","success","summer22",1,3,5.73031666666667
"R1DAE","SGC4A","114","Orth-Sparse","su22sona","2218","36723","sona","asynch","TRUE","I tried my best on each question",4,2,5,"",20,"China","Mandarin","Third","Humanities","Female","","chrome",1792,1041,"Mac OS","2022-08-11T07:37:53.585Z","success","summer22",3,0,54.7922833333333
"UC548","SGC4A","114","Orth-Sparse","su22sona","2218","35137","sona","asynch","TRUE","I tried my best on each question",4,4,4,"",21,"usa","Spanish","Fourth","Natural Sciences","Female","","chrome",1600,762,"Windows 10","2022-08-20T02:32:26.158Z","success","summer22",1,0,18.2251166666667
"JG9E6","SGC4A","114","Orth-Sparse","su22sona","2218","42713","sona","asynch","FALSE","I tried my best on each question",4,3,5," I have had experiences working shifts that are clock in and clock out times and dates. ",23,"America","English","Fifth","Biomedical & Health Sciences","Female","None","chrome",1440,900,"Mac OS","2022-07-26T05:41:01.874Z","success","summer22",1,0,6.9798
"YQTO6","SGC4A","115","Orth-Grid","su22sona","2217","42169","sona","asynch","TRUE","I tried my best on each question",2,5,3,"",19,"CN","Mandarin","Second","Social Sciences (incl. CogSci)","Male","","chrome",1792,978,"Windows 10","2022-08-03T18:46:27.571Z","success","summer22",2,12,8.76441666666667
"LNRTX","SGC4A","114","Orth-Sparse","su22sona","2218","42553","sona","asynch","TRUE","I tried my best on most questions",3,3,3,"",22,"美国","English","Fourth","Humanities","Female","","chrome",1920,969,"Windows 10","2022-08-07T01:15:52.589Z","success","summer22",2,0,4.45983333333333
"UGHBL","SGC4A","113","Tri-Sparse","su22sona","2217","44505","sona","asynch","TRUE","I tried my best on most questions",5,2,3,"",19,"us","Mandarin","First","Math or Computer Sciences","Female","","chrome",1440,796,"Mac OS","2022-07-27T18:53:20.996Z","success","summer22",1.5,2,5.05316666666667
"2TZNG","SGC4A","115","Orth-Grid","su22sona","2217","44526","sona","asynch","TRUE","I tried my best on each question",2,5,5,"",19,"USA","X-Other","Second","Engineering","Female","Not that I know of","chrome",1194,839,"Mac OS","2022-08-18T22:17:03.363Z","success","summer22",1.5,11,6.91931666666667
"A0KHZ","SGC4A","115","Orth-Grid","su22sona","2217","44402","sona","asynch","TRUE","I tried my best on most questions",4,3,4,"it was fun",21,"China","Mandarin","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1440,789,"Mac OS","2022-07-27T08:00:51.981Z","success","summer22",1,0,16.4408333333333
"12W8Q","SGC4A","114","Orth-Sparse","su22sona","2217","42253","sona","asynch","FALSE","I tried my best on each question",1,3,3,"",20,"China","Mandarin","First","Math or Computer Sciences","Male","","chrome",1536,746,"Windows 10","2022-07-27T20:32:51.363Z","success","summer22",1,0,1.60531666666667
"5EFXR","SGC4A","115","Orth-Grid","su22sona","2217","44423","sona","asynch","TRUE","I tried my best on each question",2,4,4,"",19,"United States of America","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1440,796,"Mac OS","2022-07-27T03:25:24.054Z","success","summer22",1,0,18.67165
"1F3SX","SGC4A","115","Orth-Grid","su22sona","2217","39097","sona","asynch","TRUE","I tried my best on each question",4,1,2,"I liked the meme at the end. Very cute.",20,"United States","X-Other","Third","Social Sciences (incl. CogSci)","Female","","chrome",2048,1042,"Windows 10","2022-08-18T23:32:41.658Z","success","summer22",1,0,11.1397666666667
"COKYH","SGC4A","115","Orth-Grid","su22sona","2217","40761","sona","asynch","TRUE","I tried my best on each question",3,4,3,"",20,"China","Mandarin","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,749,"Windows 10","2022-08-05T04:20:50.194Z","success","summer22",1,0,7.57616666666667
"TQOB1","SGC4A","114","Orth-Sparse","su22sona","2218","36199","sona","asynch","TRUE","I tried my best on each question",4,2,2,"",27,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1536,888,"Windows 10","2022-07-25T15:44:20.835Z","success","summer22",2,0,13.2531333333333
"7EO1O","SGC4A","115","Orth-Grid","su22sona","2217","41737","sona","asynch","TRUE","I tried my best on each question",4,3,4,"",20,"United States","English","Third","Natural Sciences","Female","","chrome",1620,937,"Windows 10","2022-07-26T00:15:53.449Z","success","summer22",1,0,14.7690666666667
"4KL0G","SGC4A","114","Orth-Sparse","su22sona","2218","44569","sona","asynch","TRUE","I tried my best on each question",3,3,4,"",19,"USA","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",2560,1321,"Windows 10","2022-08-12T17:46:56.115Z","success","summer22",2,0,11.5177166666667
"VWDEZ","SGC4A","115","Orth-Grid","su22sona","2217","44480","sona","asynch","TRUE","I tried my best on each question",3,4,2,"",18,"United States of America","English","First","Social Sciences (incl. CogSci)","Other-Not Listed","No","chrome",1440,821,"Mac OS","2022-07-27T07:40:20.264Z","success","summer22",1,0,13.5469833333333
"MHYV3","SGC4A","115","Orth-Grid","su22sona","2217","42360","sona","asynch","TRUE","I tried my best on each question",4,4,5,"it was kind of hard to tell where the letter landed on the graph because there were many lines",19,"usa","Cantonese","Third","Social Sciences (incl. CogSci)","Female","none","chrome",1440,789,"Mac OS","2022-08-06T00:31:31.815Z","success","summer22",1,0,12.1862666666667
"K09XP","SGC4A","114","Orth-Sparse","su22sona","2218","35109","sona","asynch","TRUE","I tried my best on each question",3,4,2,"",21,"China","Mandarin","Third","Math or Computer Sciences","Female","","chrome",1440,789,"Mac OS","2022-07-27T02:58:20.259Z","success","summer22",1,0,8.91531666666667
"9RVJW","SGC4A","114","Orth-Sparse","su22sona","2218","36215","sona","asynch","TRUE","I tried my best on each question",3,4,3,"I wish the graph was a little larger possibly, to make it easier on my eyes!!! But overall it seemed okay. I am interested in what the study is about.  ",22,"USA","English","Fifth","Social Sciences (incl. CogSci)","Female","No. ","chrome",1440,821,"Mac OS","2022-08-03T20:57:31.883Z","success","summer22",2,0,17.4123666666667
"2HCLY","SGC4A","115","Orth-Grid","su22sona","2217","41824","sona","asynch","FALSE","I tried my best on each question",3,5,4,"Great experience ",21,"United States","X-Other","Fourth","Natural Sciences","Female","No","chrome",1428,737,"Mac OS","2022-07-26T05:14:32.357Z","success","summer22",1,1,2.69001666666667
"4U9YG","SGC4A","114","Orth-Sparse","su22sona","2218","39435","sona","asynch","TRUE","I tried my best on each question",3,4,3,"",19,"United States","English","Third","Biomedical & Health Sciences","Female","","chrome",1440,706,"Mac OS","2022-07-26T01:02:15.405Z","success","summer22",2,0,11.1091
"79G0L","SGC4A","114","Orth-Sparse","su22sona","2218","44331","sona","asynch","TRUE","I tried my best on most questions",4,3,3,"",18,"USA","English","Second","Social Sciences (incl. CogSci)","Male","no","chrome",1440,764,"Mac OS","2022-07-23T04:04:16.562Z","success","summer22",1,0,7.00191666666667
"M12WR","SGC4A","115","Orth-Grid","su22sona","2217","44625","sona","asynch","TRUE","I tried my best on each question",4,4,5,"The design pattern of the graph made it harder to read the graph, but made when breaks and shifts end easier to tell. ",18,"United States","Spanish","First","Biomedical & Health Sciences","Male","No","chrome",1920,1089,"Windows 10","2022-08-19T02:34:35.098Z","success","summer22",1,0,21.7854833333333
"P278H","SGC4A","115","Orth-Grid","su22sona","2217","42515","sona","asynch","TRUE","I tried my best on each question",3,2,1,"",21,"America","English","Fourth","Biomedical & Health Sciences","Female","","chrome",1440,776,"Mac OS","2022-08-04T01:59:44.916Z","success","summer22",2,1,8.87875
"MVRRG","SGC4A","115","Orth-Grid","su22sona","2217","42484","sona","asynch","TRUE","I tried my best on each question",3,4,4,"I was a little struggling with calculating hours at the start then I figured it out that it's a lot easier just by counting blocks in the graph. Just something I found out, not sure if this has anything to do with the study. Good luck anyway.",20,"China","Mandarin","Second","Fine Arts","Male","Nob","chrome",1440,821,"Mac OS","2022-08-19T20:32:38.265Z","success","summer22",2.5,0,26.3461833333333
